"Fold_ID","Feature_Label","Impact_SHAP_Value"
4,"Spatial bias",0.0177557823789832
4,"Population",0.00997046981505872
4,"Population 0-14",0.00817387677736541
4,"Population 15-39",0.00814705316560338
4,"Literacy",0.00686066493167189
4,"Educational lag",0.00490855162675166
4,"Internet",0.00462927539787806
4,"Households",0.00332290965406624
4,"Indigenous language",0.00331792657471087
4,"Poor housing conditions",0.00266987680647749
4,"Female",0.0026240187847804
4,"Electricity",0.00229433832346741
4,"University degree",0.0020445256261927
4,"Car",0.00165008838017982
4,"Extreme poverty",0.00134744305350133
4,"Afrodescendants",0.00131278174765042
4,"Income",0.00101507140934314
4,"Population 65+",0.000963676890292865
4,"Poverty",0.000697124860001189
4,"Migrants",0.000581568328259804
