"Area_code","Feature","Plot_label","SHAP_Value_Avg"
1001,"Current_income","Income",-0.00124205266183708
1001,"P_cell_phone","Cell phone",-0.000173598264154862
1001,"P_internet","Internet",-0.00308101280825213
1001,"P_migrants","Migrants",9.53393018789939e-05
1001,"P_poverty","Poverty",7.83991185926425e-06
1001,"P_university_studies","University degree",-0.000453348027804168
1001,"bias_w","Spatial bias",-0.000108193347841734
1002,"Current_income","Income",-0.000124701423374063
1002,"P_cell_phone","Cell phone",-7.61946807870117e-05
1002,"P_internet","Internet",-0.000309148857922992
1002,"P_migrants","Migrants",-3.66888821190514e-06
1002,"P_poverty","Poverty",-3.37766696247854e-05
1002,"P_university_studies","University degree",0.000140721806019428
1002,"bias_w","Spatial bias",5.91561331475532e-05
1003,"Current_income","Income",-0.00033435113800806
1003,"P_cell_phone","Cell phone",-0.000263741454546107
1003,"P_internet","Internet",-0.000939479956286959
1003,"P_migrants","Migrants",-0.000108666872620233
1003,"P_poverty","Poverty",-2.72404142833693e-05
1003,"P_university_studies","University degree",0.000173482030731975
1003,"bias_w","Spatial bias",-0.000157895889060455
1004,"Current_income","Income",-7.72481607782538e-05
1004,"P_cell_phone","Cell phone",-6.09751978117856e-05
1004,"P_internet","Internet",-0.000828875752631575
1004,"P_migrants","Migrants",1.63437754281404e-05
1004,"P_poverty","Poverty",1.995572404212e-05
1004,"P_university_studies","University degree",-1.99228220481018e-05
1004,"bias_w","Spatial bias",0.000225087733269902
1005,"Current_income","Income",-0.00043545066318984
1005,"P_cell_phone","Cell phone",-0.000195054954019724
1005,"P_internet","Internet",-0.00215206015855074
1005,"P_migrants","Migrants",6.71657428483741e-05
1005,"P_poverty","Poverty",4.80545995742432e-05
1005,"P_university_studies","University degree",-0.000352342056430643
1005,"bias_w","Spatial bias",-7.47669328120537e-05
1006,"Current_income","Income",-0.00016201774133151
1006,"P_cell_phone","Cell phone",-0.00030225078080548
1006,"P_internet","Internet",-0.00187950010877103
