"Fold_ID","Feature_Label","Impact_SHAP_Value"
5,"Literacy",0.0116155559208006
5,"Population 15-39",0.0108588366484379
5,"Population",0.00960783679322017
5,"Internet",0.00941703971041595
5,"Households",0.00747504078717998
5,"Population 0-14",0.00664941569683378
5,"Electricity",0.00633486527703812
5,"Afrodescendants",0.00289266906522387
5,"Indigenous language",0.00260412893810067
5,"Migrants",0.00259409770340795
5,"Poverty",0.00214796713351746
5,"Mean occupants",0.0021446083022056
5,"Cell phone",0.00182677275092077
5,"Vulnerable income",0.00176755887671101
5,"Income",0.00172220710184154
5,"Population 65+",0.00158980036106421
5,"Educational lag",0.00152091385868074
5,"Poor housing conditions",0.00141582260911785
5,"Female",0.00136462471383585
5,"Extreme poverty",0.00116677655428674
