"Fold_ID","Feature_Label","Impact_SHAP_Value"
1,"Spatial bias",0.0225171749906645
1,"Internet",0.00674450043875614
1,"Population 0-14",0.00626451892151679
1,"Households",0.00475556183733808
1,"Population",0.00437948081601659
1,"Educational lag",0.00437684434167998
1,"Income",0.00392126514196826
1,"Literacy",0.00391275096713029
1,"Population 15-39",0.00358057125281679
1,"Poverty",0.00233723904655799
1,"Mean occupants",0.00229474404211117
1,"Indigenous language",0.00227106015710725
1,"Migrants",0.00217015649361968
1,"University degree",0.00181034606027084
1,"Electricity",0.00178149298357546
1,"Cell phone",0.00174965131909381
1,"Female",0.00170228435926457
1,"Vulnerable income",0.00167864637142219
1,"Disability",0.00156529874297178
1,"Poor housing conditions",0.00148826532826766
