"Fold_ID","Feature_Label","Impact_SHAP_Value"
3,"Internet",0.000823652831417129
3,"Spatial bias",0.000336004935677235
3,"Income",0.000203399821817021
3,"University degree",0.000202650059141944
3,"Households",0.000197156087673699
3,"Cell phone",0.000164989185065065
3,"Extreme poverty",0.000133115806257631
3,"Migrants",8.6866608148992e-05
3,"Female",8.17709953730612e-05
3,"Mean occupants",8.04833131156461e-05
3,"Disability",7.50717025037931e-05
3,"Population 0-14",7.07891146091848e-05
3,"Car",6.44747515078126e-05
3,"Electricity",5.77245559769324e-05
3,"Educational lag",5.41945619333531e-05
3,"Population 15-39",4.95012968274219e-05
3,"Vulnerable income",4.65310376232157e-05
3,"Population",4.47073609163559e-05
3,"Afrodescendants",3.77960571687488e-05
3,"Poor housing conditions",2.82313313119654e-05
