"Fold_ID","Feature_Label","Impact_SHAP_Value"
5,"Spatial bias",0.0178436815560682
5,"Population 15-39",0.00887096471674799
5,"Population",0.00828233201794441
5,"Internet",0.00711851642753057
5,"Households",0.00684656041978998
5,"Population 0-14",0.00597604849977872
5,"Literacy",0.00511827032492502
5,"Electricity",0.00350575215294636
5,"Mean occupants",0.00265372067757068
5,"Afrodescendants",0.00250835186987969
5,"Cell phone",0.00203431310288159
5,"Indigenous language",0.0018723219184765
5,"Poverty",0.00182041771090233
5,"Migrants",0.0015611319393877
5,"Extreme poverty",0.00150041661043778
5,"Income",0.00138475096880173
5,"Population 65+",0.00120219074075637
5,"Vulnerable income",0.00111986091408823
5,"Female",0.00108370410658795
5,"Working",0.000780601246079142
