"Fold_ID","Feature_Label","Impact_SHAP_Value"
4,"Spatial bias",0.0180449568959389
4,"Population 0-14",0.00741544081988276
4,"Population 15-39",0.00664794614600536
4,"Internet",0.00662586730686598
4,"Population",0.00605242115673197
4,"Literacy",0.00579523435164823
4,"Educational lag",0.00525009812368369
4,"Households",0.00522620514808701
4,"Indigenous language",0.00341870330299542
4,"Mean occupants",0.00310621815925064
4,"Extreme poverty",0.0027448833685383
4,"Female",0.00220806518549416
4,"Electricity",0.00208832811024175
4,"University degree",0.00198474593399411
4,"Poor housing conditions",0.00189969829831721
4,"Afrodescendants",0.00187520449265331
4,"Migrants",0.00180685519403994
4,"Income",0.00160784560093551
4,"Poverty",0.00138575946888874
4,"Population 65+",0.00123217873480406
