"Fold_ID","Feature_Label","Impact_SHAP_Value"
3,"Spatial bias",0.025555603902092
3,"Population",0.00712133340468357
3,"Internet",0.00632673391598455
3,"Educational lag",0.00554143794782733
3,"Population 15-39",0.00506497720356512
3,"Population 0-14",0.0046030300605561
3,"Households",0.00441178218441705
3,"Literacy",0.00408678709503525
3,"Indigenous language",0.00269142290736908
3,"Poor housing conditions",0.00226174426495694
3,"Mean occupants",0.00187124862903933
3,"Extreme poverty",0.00186276931895293
3,"Electricity",0.00180665158591613
3,"Cell phone",0.00171858540108478
3,"Population 65+",0.00107017083583717
3,"Afrodescendants",0.00102688146745538
3,"Migrants",0.00098008639426191
3,"Income",0.000955779845454854
3,"University degree",0.000918499533429872
3,"Car",0.000730432370041208
