"Fold_ID","Feature_Label","Impact_SHAP_Value"
2,"Spatial bias",0.0225395003915682
2,"Population",0.0106183635903493
2,"Population 15-39",0.00732751011062359
2,"Population 0-14",0.00646164126060233
2,"Educational lag",0.00584845076818027
2,"Internet",0.0052686423691405
2,"Households",0.00496086264174253
2,"Indigenous language",0.00482938455229101
2,"Population 65+",0.00441816175600642
2,"Female",0.00411129006232517
2,"Literacy",0.00395108358578894
2,"Car",0.00313858263936804
2,"Extreme poverty",0.00292586393101885
2,"Migrants",0.00283382456936064
2,"Poverty",0.00279413255142833
2,"Disability",0.00259411424628196
2,"Income",0.00234064589623253
2,"Vulnerable income",0.00223275438737015
2,"Working",0.00222691274944932
2,"Mean occupants",0.0021895439723489
