"Area_code","Feature","Plot_label","SHAP_Value_Avg"
1001,"Current_income","Income",-0.00116777944640489
1001,"P_car","Car",-4.25684497713519e-05
1001,"P_cell_phone","Cell phone",-0.000173679749423172
1001,"P_internet","Internet",-0.00358080567093566
1001,"P_migrants","Migrants",0.000177198022356606
1001,"P_poverty","Poverty",8.72419298048044e-06
1001,"P_university_studies","University degree",-0.000294013862003339
1002,"Current_income","Income",-6.41304677628796e-05
1002,"P_car","Car",-1.29098689285456e-05
1002,"P_cell_phone","Cell phone",-2.89198969767313e-05
1002,"P_internet","Internet",-0.000297599282930605
1002,"P_migrants","Migrants",1.91264809785707e-05
1002,"P_poverty","Poverty",-5.25324671798444e-05
1002,"P_university_studies","University degree",0.000113445517854416
1003,"Current_income","Income",-0.000305268516967772
1003,"P_car","Car",-4.05320229219797e-05
1003,"P_cell_phone","Cell phone",-0.00026948907179758
1003,"P_internet","Internet",-0.00105443254869897
1003,"P_migrants","Migrants",-0.000157265536472551
1003,"P_poverty","Poverty",-3.18533950292021e-05
1003,"P_university_studies","University degree",0.000116156616059016
1004,"Current_income","Income",-0.000100197978554206
1004,"P_car","Car",-1.35624979975546e-05
1004,"P_cell_phone","Cell phone",-3.84648747058236e-05
1004,"P_internet","Internet",-0.000923986022826284
1004,"P_migrants","Migrants",3.6543551914292e-05
1004,"P_poverty","Poverty",9.19195667847816e-06
1004,"P_university_studies","University degree",1.59107166837202e-05
1005,"Current_income","Income",-0.00036046115519639
1005,"P_car","Car",-0.00017637581913732
1005,"P_cell_phone","Cell phone",-0.000225425263124635
1005,"P_internet","Internet",-0.00237083446700126
1005,"P_migrants","Migrants",5.07105551150744e-05
1005,"P_poverty","Poverty",7.0569114996033e-05
1005,"P_university_studies","University degree",-0.00023591980789206
1006,"Current_income","Income",-0.000116872298804083
1006,"P_car","Car",-1.21712175769062e-05
1006,"P_cell_phone","Cell phone",-0.000321748793794541
1006,"P_internet","Internet",-0.00203849497484043
1006,"P_migrants","Migrants",7.19285426384886e-05
1006,"P_poverty","Poverty",7.56330055082799e-05
1006,"P_university_studies","University degree",-0.00019734835041163
1007,"Current_income","Income",-0.000214265817703563
1007,"P_car","Car",-6.31108423476689e-05
1007,"P_cell_phone","Cell phone",-0.000297836642857874
1007,"P_internet","Internet",-0.00138673096080311
1007,"P_migrants","Migrants",5.73830284338328e-05
1007,"P_poverty","Poverty",3.51762146237888e-05
1007,"P_university_studies","University degree",-0.00010792654575198
1008,"Current_income","Income",3.54303665517364e-06
1008,"P_car","Car",-3.21516406529554e-05
1008,"P_cell_phone","Cell phone",-0.000291302720142994
1008,"P_internet","Internet",0.000204440264496952
1008,"P_migrants","Migrants",2.16711981693152e-05
1008,"P_poverty","Poverty",-3.01715763271204e-05
1008,"P_university_studies","University degree",-4.61679201180232e-05
1009,"Current_income","Income",-3.22671521644224e-05
1009,"P_car","Car",-1.7572153922174e-05
1009,"P_cell_phone","Cell phone",-7.51995994505705e-05
1009,"P_internet","Internet",-0.00073818520468194
1009,"P_migrants","Migrants",3.78919949071133e-05
1009,"P_poverty","Poverty",-5.15087185704033e-05
1009,"P_university_studies","University degree",0.000104811147593864
1010,"Current_income","Income",-3.61577992578077e-05
1010,"P_car","Car",-4.49629337708757e-05
1010,"P_cell_phone","Cell phone",-1.6882297131815e-05
1010,"P_internet","Internet",0.000463538155599963
1010,"P_migrants","Migrants",2.49416090127852e-05
1010,"P_poverty","Poverty",-0.000103072119145509
1010,"P_university_studies","University degree",7.63111556807416e-05
1011,"Current_income","Income",-0.000273708495797109
1011,"P_car","Car",3.92381252822815e-07
1011,"P_cell_phone","Cell phone",-0.000356190665115719
1011,"P_internet","Internet",-0.00155390554573387
1011,"P_migrants","Migrants",0.000102038083241496
1011,"P_poverty","Poverty",4.81291971254905e-05
1011,"P_university_studies","University degree",-1.10811374725017e-05
2001,"Current_income","Income",-0.00146161455631955
2001,"P_car","Car",-0.000851436780067161
2001,"P_cell_phone","Cell phone",-0.000441453717940021
2001,"P_internet","Internet",-0.00389332021586597
2001,"P_migrants","Migrants",-0.000444129304014496
2001,"P_poverty","Poverty",-7.57282759877853e-06
2001,"P_university_studies","University degree",-0.000314024731778773
2002,"Current_income","Income",-0.00266023224685341
2002,"P_car","Car",-0.000813348960946314
2002,"P_cell_phone","Cell phone",-0.000484612191939959
2002,"P_internet","Internet",-0.00421138742240146
2002,"P_migrants","Migrants",-0.00149330447311513
2002,"P_poverty","Poverty",-7.14425277692499e-05
2002,"P_university_studies","University degree",-0.000543740181456087
2003,"Current_income","Income",-0.00256951595656574
2003,"P_car","Car",-0.000726436148397624
2003,"P_cell_phone","Cell phone",-0.00058802781131817
2003,"P_internet","Internet",-0.00371581129729748
2003,"P_migrants","Migrants",-0.00112659986189101
2003,"P_poverty","Poverty",-2.18991863221163e-05
2003,"P_university_studies","University degree",-0.000410290609579533
2004,"Current_income","Income",-0.00295537957572378
2004,"P_car","Car",-9.77255076577421e-05
2004,"P_cell_phone","Cell phone",-0.00045435557331075
2004,"P_internet","Internet",-0.00495978962862864
2004,"P_migrants","Migrants",-0.00130705340416171
2004,"P_poverty","Poverty",1.85648532351479e-05
2004,"P_university_studies","University degree",-0.000399740380089497
2005,"Current_income","Income",-0.00110023480374366
2005,"P_car","Car",-0.000664452767523471
2005,"P_cell_phone","Cell phone",-0.000417652488977183
2005,"P_internet","Internet",-0.00407065142644569
2005,"P_migrants","Migrants",-0.00113286600389984
2005,"P_poverty","Poverty",6.50220720217476e-05
2005,"P_university_studies","University degree",-0.000156479134602705
3001,"Current_income","Income",-0.000296455059014988
3001,"P_car","Car",-0.00022338968119584
3001,"P_cell_phone","Cell phone",-0.000377121446945239
3001,"P_internet","Internet",-0.00127604661975056
3001,"P_migrants","Migrants",8.08932245490723e-05
3001,"P_poverty","Poverty",2.6567453573989e-05
3001,"P_university_studies","University degree",-2.8219738851476e-05
3002,"Current_income","Income",-0.00066429940488888
3002,"P_car","Car",-0.000241465830185916
3002,"P_cell_phone","Cell phone",-0.000341726488841232
