"Area_code","Feature","Plot_label","SHAP_Value_Avg"
1001,"P_age_00_14","Population 0-14",-0.00360847928095609
1001,"P_age_15_39","Population 15-39",-0.00750722759403288
1001,"P_internet","Internet",-0.00467923219548538
1001,"P_read_write","Literacy",-0.00705298848333769
1001,"Total_Population","Population",0.0133983956184238
1001,"Total_houses","Households",0.0134489457122982
1001,"bias_w","Spatial bias",-0.0059652291238308
1002,"P_age_00_14","Population 0-14",0.0126615657936782
1002,"P_age_15_39","Population 15-39",-0.00672273535747081
1002,"P_internet","Internet",-0.0071572792949155
1002,"P_read_write","Literacy",-0.00524924375349656
1002,"Total_Population","Population",0.0107252856250852
1002,"Total_houses","Households",0.00952132767997682
1002,"bias_w","Spatial bias",-0.00771663850173354
1003,"P_age_00_14","Population 0-14",0.00285996447200887
1003,"P_age_15_39","Population 15-39",-0.00531097134808078
1003,"P_internet","Internet",-0.00888808281160891
1003,"P_read_write","Literacy",-0.00350472991704009
1003,"Total_Population","Population",0.0121807369869202
1003,"Total_houses","Households",0.0106232897378504
1003,"bias_w","Spatial bias",-0.0365396728739142
1004,"P_age_00_14","Population 0-14",0.012925768038258
1004,"P_age_15_39","Population 15-39",-0.00846520334016532
1004,"P_internet","Internet",-0.0135118665639311
1004,"P_read_write","Literacy",-0.00597468757769093
1004,"Total_Population","Population",0.000722792319720611
1004,"Total_houses","Households",-0.00367821422696579
1004,"bias_w","Spatial bias",0.0176535928621888
1005,"P_age_00_14","Population 0-14",0.00876343145500869
1005,"P_age_15_39","Population 15-39",-0.00639550783671439
1005,"P_internet","Internet",-0.00674894475378096
1005,"P_read_write","Literacy",-0.00888379768002778
1005,"Total_Population","Population",0.0150653071468696
1005,"Total_houses","Households",0.0118505300488323
1005,"bias_w","Spatial bias",-0.034295482095331
1006,"P_age_00_14","Population 0-14",0.0110210451530293
1006,"P_age_15_39","Population 15-39",-0.00823441753163934
1006,"P_internet","Internet",-0.0098969996906817
1006,"P_read_write","Literacy",-0.00422903330763802
1006,"Total_Population","Population",0.0123262095730752
1006,"Total_houses","Households",0.0109173660166562
1006,"bias_w","Spatial bias",-0.0260020168498158
1007,"P_age_00_14","Population 0-14",0.0117494440637529
1007,"P_age_15_39","Population 15-39",-0.00785545317921788
1007,"P_internet","Internet",-0.0114360840525478
1007,"P_read_write","Literacy",-0.0037575947935693
1007,"Total_Population","Population",0.0128717006882653
1007,"Total_houses","Households",0.011306177591905
1007,"bias_w","Spatial bias",-0.00757572241127491
1008,"P_age_00_14","Population 0-14",0.0120066229719669
1008,"P_age_15_39","Population 15-39",-0.0171117857098579
1008,"P_internet","Internet",-0.00293829024303705
1008,"P_read_write","Literacy",-0.0150857637636364
1008,"Total_Population","Population",-0.0113883535377681
1008,"Total_houses","Households",-0.00822781620081514
1008,"bias_w","Spatial bias",-0.0127219444839284
1009,"P_age_00_14","Population 0-14",0.0132187439594418
1009,"P_age_15_39","Population 15-39",-0.00812972290441394
1009,"P_internet","Internet",-0.00946193328127265
1009,"P_read_write","Literacy",-0.00532646261854097
1009,"Total_Population","Population",0.00183073768857867
1009,"Total_houses","Households",0.00289160928150523
1009,"bias_w","Spatial bias",0.0169086065143347
1010,"P_age_00_14","Population 0-14",0.0113679962232709
1010,"P_age_15_39","Population 15-39",-0.00823030271567404
1010,"P_internet","Internet",0.00119983452896122
1010,"P_read_write","Literacy",-0.00619659095536917
1010,"Total_Population","Population",0.000386968029488344
1010,"Total_houses","Households",0.00165237748296931
1010,"bias_w","Spatial bias",0.0132155756000429
1011,"P_age_00_14","Population 0-14",0.00967780803330243
1011,"P_age_15_39","Population 15-39",-0.0229669087566435
1011,"P_internet","Internet",-0.00752615078818053
1011,"P_read_write","Literacy",-0.00865012384019792
1011,"Total_Population","Population",0.00916341121774167
1011,"Total_houses","Households",0.00895309948828071
1011,"bias_w","Spatial bias",-0.0114188431762159
2001,"P_age_00_14","Population 0-14",-0.00615250214468688
2001,"P_age_15_39","Population 15-39",-0.00603700033389032
2001,"P_internet","Internet",-0.00645770621486008
