"Fold_ID","Feature_Label","Impact_SHAP_Value"
3,"Internet",0.00122278661790286
3,"Spatial bias",0.000312465406188907
3,"Cell phone",0.000127299765386775
3,"University degree",0.000126787948164214
3,"Income",0.000123081291284693
3,"Extreme poverty",9.39246038329454e-05
3,"Households",9.33797822583384e-05
3,"Car",8.0208973934624e-05
3,"Disability",7.5916344881728e-05
3,"Mean occupants",7.52459780763982e-05
3,"Migrants",7.38813678414156e-05
3,"Population 0-14",6.83680746029948e-05
3,"Female",6.73212152734715e-05
3,"Afrodescendants",5.36139179629212e-05
3,"Population",5.2182113824679e-05
3,"Population 15-39",4.68480466224852e-05
3,"Electricity",4.21349624358671e-05
3,"Educational lag",3.94865565707846e-05
3,"Vulnerable income",3.85589798081583e-05
3,"Literacy",2.92555609526476e-05
