"Fold_ID","Feature_Label","Impact_SHAP_Value"
5,"Internet",0.000724438451767498
5,"Income",0.00042237458933086
5,"Spatial bias",0.000288266581652489
5,"Cell phone",0.000195751685923536
5,"University degree",0.000140602541518163
5,"Migrants",0.000118956214184487
5,"Poverty",0.00010448061960156
5,"Disability",7.40482422585188e-05
5,"Population",7.36339012422697e-05
5,"Female",7.31030751377198e-05
5,"Population 0-14",7.30014715863765e-05
5,"Households",7.14477945883285e-05
5,"Extreme poverty",6.08656533955991e-05
5,"Educational lag",5.82780499951884e-05
5,"Car",5.76231922953639e-05
5,"Literacy",5.18829306113769e-05
5,"Electricity",4.04914351991613e-05
5,"Population 15-39",3.98132437126522e-05
5,"Population 65+",3.72864992685076e-05
5,"Afrodescendants",3.37903580539173e-05
