"Fold_ID","Feature_Label","Impact_SHAP_Value"
1,"Internet",0.000808427702659742
1,"Spatial bias",0.000314755970711531
1,"Income",0.000241009650228754
1,"Cell phone",0.000199538243075023
1,"University degree",0.000185705122411703
1,"Households",0.000120544185766301
1,"Car",0.00010450812008149
1,"Extreme poverty",0.000101351298635564
1,"Migrants",8.86083283166399e-05
1,"Population 0-14",8.65355621980254e-05
1,"Female",8.17142574712839e-05
1,"Disability",7.49028645177997e-05
1,"Population 15-39",6.80396178707486e-05
1,"Mean occupants",6.05479083752672e-05
1,"Educational lag",5.8310869292978e-05
1,"Population",4.97949891263519e-05
1,"Poverty",4.76773782576794e-05
1,"Poor housing conditions",4.08380499113098e-05
1,"Literacy",3.98261139107267e-05
1,"Afrodescendants",3.78381171361946e-05
