"Fold_ID","Area_code","Feature","Plot_label","SHAP_Value"
4,1001,"Total_houses","Households",-0.000354439602233469
4,1001,"P_university_studies","University degree",-0.000597142265178263
4,1001,"P_electricity","Electricity",-0.000184304866706952
4,1001,"P_cell_phone","Cell phone",5.52913988940418e-05
4,1001,"P_internet","Internet",-0.0035254554823041
4,1001,"Current_income","Income",-0.00093113339971751
4,1001,"bias_w","Spatial bias",-0.000175581386429258
4,1002,"Total_houses","Households",-5.12830265506636e-05
4,1002,"P_university_studies","University degree",0.000177582507603802
4,1002,"P_electricity","Electricity",4.18672334490111e-06
4,1002,"P_cell_phone","Cell phone",-9.10116650629789e-05
4,1002,"P_internet","Internet",-0.000258524727541953
4,1002,"Current_income","Income",-0.000106120147393085
4,1002,"bias_w","Spatial bias",0.000170747574884444
4,1003,"Total_houses","Households",-6.18792837485671e-05
4,1003,"P_university_studies","University degree",0.000113075373519678
4,1003,"P_electricity","Electricity",7.92555874795653e-06
4,1003,"P_cell_phone","Cell phone",-0.000245311006437987
4,1003,"P_internet","Internet",-0.00093595840735361
4,1003,"Current_income","Income",-0.00034173671156168
4,1003,"bias_w","Spatial bias",9.16008648346178e-05
4,1004,"Total_houses","Households",5.36995230504544e-06
4,1004,"P_university_studies","University degree",1.40634510898963e-05
4,1004,"P_electricity","Electricity",7.38365270080976e-06
4,1004,"P_cell_phone","Cell phone",-5.9421388868941e-05
4,1004,"P_internet","Internet",-0.000995196169242263
4,1004,"Current_income","Income",-8.39093918330036e-05
4,1004,"bias_w","Spatial bias",0.000204831536393613
4,1005,"Total_houses","Households",-0.000153105793287978
4,1005,"P_university_studies","University degree",-0.000438302377006039
4,1005,"P_electricity","Electricity",-7.36867377781891e-06
4,1005,"P_cell_phone","Cell phone",3.74346236640122e-05
4,1005,"P_internet","Internet",-0.00245469878427684
4,1005,"Current_income","Income",-0.000362398277502507
4,1005,"bias_w","Spatial bias",0.000105341801827308
4,1006,"Total_houses","Households",-7.11028696969151e-05
4,1006,"P_university_studies","University degree",-0.000340381928253919
4,1006,"P_electricity","Electricity",5.11746929987567e-06
4,1006,"P_cell_phone","Cell phone",-0.000315370503813028
4,1006,"P_internet","Internet",-0.00210237805731595
4,1006,"Current_income","Income",-0.000207128643523902
4,1006,"bias_w","Spatial bias",0.000255199294770136
4,1007,"Total_houses","Households",-5.77278588025365e-05
4,1007,"P_university_studies","University degree",-0.000195809960132465
4,1007,"P_electricity","Electricity",5.43140868103364e-06
4,1007,"P_cell_phone","Cell phone",-0.000317348982207477
4,1007,"P_internet","Internet",-0.00150141702033579
4,1007,"Current_income","Income",-0.000233104001381435
4,1007,"bias_w","Spatial bias",0.00025571376318112
4,1008,"Total_houses","Households",4.79717891721521e-05
4,1008,"P_university_studies","University degree",-5.97993821429554e-05
4,1008,"P_electricity","Electricity",7.37775990273803e-05
4,1008,"P_cell_phone","Cell phone",-0.000331867893692106
4,1008,"P_internet","Internet",0.000239973174757324
4,1008,"Current_income","Income",6.44566753180698e-05
4,1008,"bias_w","Spatial bias",-3.04451441479614e-05
4,1009,"Total_houses","Households",-1.04445871329517e-05
4,1009,"P_university_studies","University degree",0.000188323159818538
4,1009,"P_electricity","Electricity",6.02539148530923e-06
4,1009,"P_cell_phone","Cell phone",-8.65865586092696e-05
4,1009,"P_internet","Internet",-0.000712740002200007
4,1009,"Current_income","Income",1.55288453242974e-05
4,1009,"bias_w","Spatial bias",0.00014474053750746
4,1010,"Total_houses","Households",3.7422123568831e-06
4,1010,"P_university_studies","University degree",0.000126897386508062
4,1010,"P_electricity","Electricity",6.24087551841512e-05
4,1010,"P_cell_phone","Cell phone",-9.60399338509887e-05
4,1010,"P_internet","Internet",0.000501482514664531
4,1010,"Current_income","Income",1.41747368616052e-05
4,1010,"bias_w","Spatial bias",7.18109877198003e-05
4,1011,"Total_houses","Households",-0.000118107185699046
4,1011,"P_university_studies","University degree",-3.3857737435028e-05
4,1011,"P_electricity","Electricity",-7.29491148376837e-06
4,1011,"P_cell_phone","Cell phone",-0.000109712498669978
4,1011,"P_internet","Internet",-0.00159222213551402
4,1011,"Current_income","Income",-0.000373709015548229
4,1011,"bias_w","Spatial bias",0.000217140346649103
4,2001,"Total_houses","Households",-0.000272148463409394
4,2001,"P_university_studies","University degree",-0.000409291591495275
4,2001,"P_electricity","Electricity",0.000185959725058638
4,2001,"P_cell_phone","Cell phone",-0.000156844631419517
4,2001,"P_internet","Internet",-0.00417653238400817
4,2001,"Current_income","Income",-0.00119776255451143
4,2001,"bias_w","Spatial bias",-0.00225190445780754
4,2002,"Total_houses","Households",-0.000297781487461179
4,2002,"P_university_studies","University degree",-0.000628648675046861
4,2002,"P_electricity","Electricity",4.77105277241208e-05
4,2002,"P_cell_phone","Cell phone",-0.000326461042277515
4,2002,"P_internet","Internet",-0.00434382306411862
4,2002,"Current_income","Income",-0.00180702481884509
4,2002,"bias_w","Spatial bias",-0.00233859056606889
4,2003,"Total_houses","Households",-0.000150087449583225
4,2003,"P_university_studies","University degree",-0.000271669327048585
4,2003,"P_electricity","Electricity",0.000186075354577042
4,2003,"P_cell_phone","Cell phone",-0.000283432833384722
4,2003,"P_internet","Internet",-0.00401400774717331
4,2003,"Current_income","Income",-0.00171168427914381
4,2003,"bias_w","Spatial bias",-0.00243743462488055
4,2004,"Total_houses","Households",-0.000299130915664136
4,2004,"P_university_studies","University degree",-0.000470438040792942
4,2004,"P_electricity","Electricity",0.000138418967253529
4,2004,"P_cell_phone","Cell phone",-0.000317116762744263
4,2004,"P_internet","Internet",-0.0051619540899992
4,2004,"Current_income","Income",-0.00183090521022677
4,2004,"bias_w","Spatial bias",-0.00240751309320331
4,2005,"Total_houses","Households",-0.000226106218178757
4,2005,"P_university_studies","University degree",-3.51792209585255e-06
4,2005,"P_electricity","Electricity",5.70621086808387e-05
4,2005,"P_cell_phone","Cell phone",-0.000173375126905739
4,2005,"P_internet","Internet",-0.00431529246270657
4,2005,"Current_income","Income",-0.00107360037509352
4,2005,"bias_w","Spatial bias",-0.00262492732144892
4,3001,"Total_houses","Households",-9.55289578996599e-05
4,3001,"P_university_studies","University degree",-0.000108040927443653
4,3001,"P_electricity","Electricity",0.000141649608849548
4,3001,"P_cell_phone","Cell phone",-0.000393149442970753
4,3001,"P_internet","Internet",-0.00136486755218357
4,3001,"Current_income","Income",-0.000458238733699545
4,3001,"bias_w","Spatial bias",-0.00056667294120416
4,3002,"Total_houses","Households",-9.46136715356261e-05
4,3002,"P_university_studies","University degree",-0.000109485190478154
4,3002,"P_electricity","Electricity",8.74761972227134e-05
4,3002,"P_cell_phone","Cell phone",-0.000333259667968377
4,3002,"P_internet","Internet",-0.00162510247901082
4,3002,"Current_income","Income",-0.000675078073982149
4,3002,"bias_w","Spatial bias",-0.000465320685179904
4,3003,"Total_houses","Households",-0.00019323882588651
4,3003,"P_university_studies","University degree",-0.000490114733111113
4,3003,"P_electricity","Electricity",0.000192413339391351
4,3003,"P_cell_phone","Cell phone",3.94170892832335e-05
4,3003,"P_internet","Internet",-0.00371290557086468
4,3003,"Current_income","Income",-0.00158159760758281
4,3003,"bias_w","Spatial bias",-0.00112221180461347
4,3009,"Total_houses","Households",1.45261055877199e-05
4,3009,"P_university_studies","University degree",-0.000429604202508926
4,3009,"P_electricity","Electricity",0.000153761793626472
4,3009,"P_cell_phone","Cell phone",-0.000375170377083123
4,3009,"P_internet","Internet",-0.00111895275767893
4,3009,"Current_income","Income",-0.000480799993965775
4,3009,"bias_w","Spatial bias",0.000161354895681143
4,4001,"Total_houses","Households",-6.02598083787598e-05
4,4001,"P_university_studies","University degree",-0.000398406002204865
4,4001,"P_electricity","Electricity",1.13986179712811e-05
4,4001,"P_cell_phone","Cell phone",0.000125750724691898
4,4001,"P_internet","Internet",0.000271907250862569
4,4001,"Current_income","Income",1.79114722413942e-05
4,4001,"bias_w","Spatial bias",0.000228699340368621
4,4005,"Total_houses","Households",-1.26198156067403e-05
4,4005,"P_university_studies","University degree",-0.000361137470463291
4,4005,"P_electricity","Electricity",7.08715288055828e-06
4,4005,"P_cell_phone","Cell phone",0.00015690055442974
4,4005,"P_internet","Internet",0.000246418348979205
4,4005,"Current_income","Income",8.39298445498571e-05
4,4005,"bias_w","Spatial bias",0.000118926996947266
4,4008,"Total_houses","Households",2.22198195842793e-05
4,4008,"P_university_studies","University degree",-0.000142437304020859
4,4008,"P_electricity","Electricity",-0.000164810757269152
4,4008,"P_cell_phone","Cell phone",0.000173965701833367
4,4008,"P_internet","Internet",0.000792214646935463
4,4008,"Current_income","Income",5.58387500859681e-06
4,4008,"bias_w","Spatial bias",0.000130071231978945
4,4011,"Total_houses","Households",-2.49992863246007e-05
4,4011,"P_university_studies","University degree",0.000141263924888335
4,4011,"P_electricity","Electricity",-9.77777526713908e-05
4,4011,"P_cell_phone","Cell phone",0.000178965099621564
4,4011,"P_internet","Internet",0.00107045052573085
4,4011,"Current_income","Income",0.000302760978229344
4,4011,"bias_w","Spatial bias",0.000104305087006651
4,5001,"Total_houses","Households",0.000154549838043749
4,5001,"P_university_studies","University degree",8.9963199570775e-05
4,5001,"P_electricity","Electricity",-0.000102234385849442
4,5001,"P_cell_phone","Cell phone",-0.00015059279394336
4,5001,"P_internet","Internet",0.00106199760921299
4,5001,"Current_income","Income",-0.000998454168438911
4,5001,"bias_w","Spatial bias",-0.000876230129506439
4,5002,"Total_houses","Households",-0.000218012763070874
4,5002,"P_university_studies","University degree",-3.37859491992276e-05
4,5002,"P_electricity","Electricity",3.97529220208526e-05
4,5002,"P_cell_phone","Cell phone",4.96518950967584e-05
4,5002,"P_internet","Internet",-0.00124771241098642
4,5002,"Current_income","Income",-0.000247586896875873
4,5002,"bias_w","Spatial bias",-0.000290152471279725
4,5003,"Total_houses","Households",4.20769429183565e-05
4,5003,"P_university_studies","University degree",-3.11551921186037e-05
4,5003,"P_electricity","Electricity",-0.000364553357940167
4,5003,"P_cell_phone","Cell phone",-0.000341193052008748
4,5003,"P_internet","Internet",-0.00164987170137465
4,5003,"Current_income","Income",-0.000345554464729503
4,5003,"bias_w","Spatial bias",-0.00106858694925904
4,5004,"Total_houses","Households",-3.17200065182988e-05
4,5004,"P_university_studies","University degree",-0.000637259858194739
4,5004,"P_electricity","Electricity",1.92390671145404e-05
4,5004,"P_cell_phone","Cell phone",-7.83952782512642e-05
4,5004,"P_internet","Internet",-0.00108519743662328
4,5004,"Current_income","Income",-0.000471553474199027
4,5004,"bias_w","Spatial bias",-0.0015461805742234
4,5005,"Total_houses","Households",0.000101264027762227
4,5005,"P_university_studies","University degree",0.000175497101736255
4,5005,"P_electricity","Electricity",-2.69722841039766e-05
4,5005,"P_cell_phone","Cell phone",-0.000364929175702855
4,5005,"P_internet","Internet",0.000806368479970843
4,5005,"Current_income","Income",0.00014602328883484
4,5005,"bias_w","Spatial bias",-0.000858470390085131
4,5006,"Total_houses","Households",-7.11002621756052e-06
4,5006,"P_university_studies","University degree",-7.88595571066253e-05
4,5006,"P_electricity","Electricity",3.0780109227635e-05
4,5006,"P_cell_phone","Cell phone",-9.75926959654316e-05
4,5006,"P_internet","Internet",-0.000954379502218217
4,5006,"Current_income","Income",-6.49326102575287e-05
4,5006,"bias_w","Spatial bias",-0.000354033458279446
4,5007,"Total_houses","Households",1.70445787261997e-06
4,5007,"P_university_studies","University degree",-0.000101683821412735
4,5007,"P_electricity","Electricity",6.09160051681101e-05
4,5007,"P_cell_phone","Cell phone",-7.3572329711169e-05
4,5007,"P_internet","Internet",0.000517787528224289
4,5007,"Current_income","Income",-0.000454005552455783
4,5007,"bias_w","Spatial bias",0.000269004143774509
4,5008,"Total_houses","Households",0.000109842862002552
4,5008,"P_university_studies","University degree",0.000169031001860276
4,5008,"P_electricity","Electricity",1.64236389537109e-05
4,5008,"P_cell_phone","Cell phone",-0.000364944426110014
4,5008,"P_internet","Internet",0.000464887445559725
4,5008,"Current_income","Income",7.94779844000004e-05
4,5008,"bias_w","Spatial bias",-0.000457279529655352
4,5009,"Total_houses","Households",-0.00013211733312346
4,5009,"P_university_studies","University degree",-0.000212196711800061
4,5009,"P_electricity","Electricity",-0.000108222251583356
4,5009,"P_cell_phone","Cell phone",-0.000318558886647224
4,5009,"P_internet","Internet",-3.73655930161476e-05
4,5009,"Current_income","Income",-0.000313634343910962
4,5009,"bias_w","Spatial bias",0.000211433318327181
4,5010,"Total_houses","Households",-0.000122898520203307
4,5010,"P_university_studies","University degree",-0.000248119496973231
4,5010,"P_electricity","Electricity",-0.00015424114826601
4,5010,"P_cell_phone","Cell phone",-0.000348475557984784
4,5010,"P_internet","Internet",-0.0021758230868727
4,5010,"Current_income","Income",-0.000344971398590133
4,5010,"bias_w","Spatial bias",0.000272473960649222
4,5011,"Total_houses","Households",2.23130609811051e-05
4,5011,"P_university_studies","University degree",0.000135047361254692
4,5011,"P_electricity","Electricity",2.97745482384926e-05
4,5011,"P_cell_phone","Cell phone",6.13393058301881e-05
4,5011,"P_internet","Internet",0.00105093838647008
4,5011,"Current_income","Income",0.000103360165667254
4,5011,"bias_w","Spatial bias",-0.000734622532036155
4,5012,"Total_houses","Households",-2.04134357773e-05
4,5012,"P_university_studies","University degree",-0.000339973601512611
4,5012,"P_electricity","Electricity",1.5885158063611e-05
4,5012,"P_cell_phone","Cell phone",-0.000120206925203092
4,5012,"P_internet","Internet",0.000510269368533045
4,5012,"Current_income","Income",-0.000161517673404887
4,5012,"bias_w","Spatial bias",-0.000817129737697542
4,5013,"Total_houses","Households",8.27362819109112e-05
4,5013,"P_university_studies","University degree",0.000175859226146713
4,5013,"P_electricity","Electricity",0.000147815997479483
4,5013,"P_cell_phone","Cell phone",-0.0003925891360268
4,5013,"P_internet","Internet",0.000984345562756062
4,5013,"Current_income","Income",0.000376163457985967
4,5013,"bias_w","Spatial bias",-0.00104972359258682
4,5014,"Total_houses","Households",2.53693669947097e-05
4,5014,"P_university_studies","University degree",0.000290986004984006
4,5014,"P_electricity","Electricity",9.19566591619514e-05
4,5014,"P_cell_phone","Cell phone",-0.000385010818718001
4,5014,"P_internet","Internet",-0.000285982736386359
4,5014,"Current_income","Income",0.000233493832638487
4,5014,"bias_w","Spatial bias",-0.00108482781797647
4,5015,"Total_houses","Households",6.75209666951559e-05
4,5015,"P_university_studies","University degree",0.000147055136039853
4,5015,"P_electricity","Electricity",3.0480869099847e-05
4,5015,"P_cell_phone","Cell phone",-0.000420615600887686
4,5015,"P_internet","Internet",0.000944943749345839
4,5015,"Current_income","Income",9.66589686868247e-06
4,5015,"bias_w","Spatial bias",-0.000561600085347891
4,5016,"Total_houses","Households",0.000123666992294602
4,5016,"P_university_studies","University degree",-2.39701348618837e-05
4,5016,"P_electricity","Electricity",1.90571390703553e-05
4,5016,"P_cell_phone","Cell phone",-8.51103613968007e-05
4,5016,"P_internet","Internet",0.00110505614429712
4,5016,"Current_income","Income",-0.000134067740873434
4,5016,"bias_w","Spatial bias",0.00016468163812533
4,5017,"Total_houses","Households",-6.83710386510938e-05
4,5017,"P_university_studies","University degree",-9.51276597334072e-05
4,5017,"P_electricity","Electricity",-0.000144229343277402
4,5017,"P_cell_phone","Cell phone",-0.000345572654623538
4,5017,"P_internet","Internet",-0.000344893342116848
4,5017,"Current_income","Income",-0.000276174483587965
4,5017,"bias_w","Spatial bias",-0.00043680946691893
4,5018,"Total_houses","Households",-0.00022842847101856
4,5018,"P_university_studies","University degree",-0.000638222030829638
4,5018,"P_electricity","Electricity",-0.000167082209372893
4,5018,"P_cell_phone","Cell phone",-0.000392061949241906
4,5018,"P_internet","Internet",-0.00317958672530949
4,5018,"Current_income","Income",-0.00077594886533916
4,5018,"bias_w","Spatial bias",-0.000297988299280405
4,5019,"Total_houses","Households",8.28502525109798e-05
4,5019,"P_university_studies","University degree",-3.00264546240214e-05
4,5019,"P_electricity","Electricity",-0.000340012920787558
4,5019,"P_cell_phone","Cell phone",-0.00037734245415777
4,5019,"P_internet","Internet",-0.00155354314483702
4,5019,"Current_income","Income",-0.000409347674576566
4,5019,"bias_w","Spatial bias",-0.00106328912079334
4,5020,"Total_houses","Households",-8.38140185805969e-05
4,5020,"P_university_studies","University degree",-9.49673267314211e-06
4,5020,"P_electricity","Electricity",3.74398550775368e-05
4,5020,"P_cell_phone","Cell phone",-7.32877306290902e-05
4,5020,"P_internet","Internet",-0.0009953094413504
4,5020,"Current_income","Income",-0.000389816123060882
4,5020,"bias_w","Spatial bias",-0.000662392587400973
4,5021,"Total_houses","Households",4.52312924608123e-05
4,5021,"P_university_studies","University degree",-9.32450566324405e-05
4,5021,"P_electricity","Electricity",2.31033081945498e-05
4,5021,"P_cell_phone","Cell phone",-0.000359082216164097
4,5021,"P_internet","Internet",0.000492106832098216
4,5021,"Current_income","Income",-0.000137302005896345
4,5021,"bias_w","Spatial bias",0.000193996922462247
4,5022,"Total_houses","Households",4.3217180063948e-05
4,5022,"P_university_studies","University degree",-2.57016108662356e-05
4,5022,"P_electricity","Electricity",-0.000205170203116722
4,5022,"P_cell_phone","Cell phone",-0.000398558244341984
4,5022,"P_internet","Internet",-0.00156437046825886
4,5022,"Current_income","Income",-0.000931051152292639
4,5022,"bias_w","Spatial bias",-0.00114660989493132
4,5023,"Total_houses","Households",2.84230172837852e-05
4,5023,"P_university_studies","University degree",-4.22487164541963e-06
4,5023,"P_electricity","Electricity",3.03886736219283e-05
4,5023,"P_cell_phone","Cell phone",2.33750652114395e-05
4,5023,"P_internet","Internet",0.000211792226764373
4,5023,"Current_income","Income",3.90169116144534e-05
4,5023,"bias_w","Spatial bias",-6.68709399178624e-05
