"Area_code","Feature","Plot_label","SHAP_Value_Avg"
1001,"Current_income","Income",-0.00123100166092627
1001,"P_cell_phone","Cell phone",-0.000184283072485414
1001,"P_internet","Internet",-0.00294535746797919
1001,"P_migrants","Migrants",8.34296979519422e-05
1001,"P_poverty","Poverty",2.98915501844021e-05
1001,"P_university_studies","University degree",-0.000417018643929623
1001,"bias_w","Spatial bias",-8.82592048583319e-05
1002,"Current_income","Income",-0.000144951553011197
1002,"P_cell_phone","Cell phone",-7.07464141669334e-05
1002,"P_internet","Internet",-0.000262776571616996
1002,"P_migrants","Migrants",1.19708884085412e-05
1002,"P_poverty","Poverty",-2.13092089893507e-05
1002,"P_university_studies","University degree",0.00013114910780132
1002,"bias_w","Spatial bias",5.59612790311803e-05
1003,"Current_income","Income",-0.000363214319804683
1003,"P_cell_phone","Cell phone",-0.000252875164733268
1003,"P_internet","Internet",-0.00090379266475793
1003,"P_migrants","Migrants",-0.000138512472403818
1003,"P_poverty","Poverty",-2.04692831289321e-05
1003,"P_university_studies","University degree",0.000129110510101782
1003,"bias_w","Spatial bias",-0.000169510209161672
1004,"Current_income","Income",-0.000104542168628541
1004,"P_cell_phone","Cell phone",-9.31662634684471e-05
1004,"P_internet","Internet",-0.0007851130067138
1004,"P_migrants","Migrants",2.47739176302275e-05
1004,"P_poverty","Poverty",5.18041110808554e-06
1004,"P_university_studies","University degree",3.06243600789458e-06
1004,"bias_w","Spatial bias",0.000203934221644886
1005,"Current_income","Income",-0.000458788170362823
1005,"P_cell_phone","Cell phone",-0.000177569108018361
1005,"P_internet","Internet",-0.00203400827012956
1005,"P_migrants","Migrants",3.19826605164053e-05
1005,"P_poverty","Poverty",5.03704764014401e-05
1005,"P_university_studies","University degree",-0.000365222520485986
1005,"bias_w","Spatial bias",-6.42372178845108e-05
1006,"Current_income","Income",-0.000200703339942265
1006,"P_cell_phone","Cell phone",-0.00030655676528113
1006,"P_internet","Internet",-0.00185179727850482
1006,"P_migrants","Migrants",3.85168423200355e-05
1006,"P_poverty","Poverty",6.57121167932928e-05
1006,"P_university_studies","University degree",-0.000258004061834072
1006,"bias_w","Spatial bias",0.000140971076689311
1007,"Current_income","Income",-0.000265119660298296
1007,"P_cell_phone","Cell phone",-0.000303614149743225
1007,"P_internet","Internet",-0.00126541531062685
1007,"P_migrants","Migrants",2.32168598017779e-05
1007,"P_poverty","Poverty",1.00812562777719e-05
1007,"P_university_studies","University degree",-0.000166478826940875
1007,"bias_w","Spatial bias",0.000145695941682789
1008,"Current_income","Income",2.18859687208806e-05
1008,"P_cell_phone","Cell phone",-0.000250251538091106
1008,"P_internet","Internet",0.00020991327255615
1008,"P_migrants","Migrants",2.39256628447038e-05
1008,"P_poverty","Poverty",-1.59054496329247e-05
1008,"P_university_studies","University degree",-3.89602469113015e-05
1008,"bias_w","Spatial bias",6.80486191413365e-05
1009,"Current_income","Income",-3.26711888192222e-05
1009,"P_cell_phone","Cell phone",-0.000124869915453019
1009,"P_internet","Internet",-0.000643844265141524
1009,"P_migrants","Migrants",1.45894262715274e-05
1009,"P_poverty","Poverty",-2.58165880495653e-05
1009,"P_university_studies","University degree",0.000135165976644203
1009,"bias_w","Spatial bias",4.01862207581871e-05
1010,"Current_income","Income",-1.32242521431181e-05
1010,"P_cell_phone","Cell phone",-6.84839016003025e-05
1010,"P_internet","Internet",0.00043637534690788
1010,"P_migrants","Migrants",2.01064971179221e-05
1010,"P_poverty","Poverty",-3.91592577670963e-05
1010,"P_university_studies","University degree",0.000118392479635077
1010,"bias_w","Spatial bias",-0.00015345485189755
1011,"Current_income","Income",-0.000332598901877645
1011,"P_cell_phone","Cell phone",-0.000253521051490679
1011,"P_internet","Internet",-0.00134236886515282
1011,"P_migrants","Migrants",8.79378953868581e-05
1011,"P_poverty","Poverty",3.24291289643952e-05
1011,"P_university_studies","University degree",5.18431579621392e-06
1011,"bias_w","Spatial bias",-0.000347192191838985
2001,"Current_income","Income",-0.00141473216353916
2001,"P_cell_phone","Cell phone",-0.000405185648560291
2001,"P_internet","Internet",-0.00374732271302491
2001,"P_migrants","Migrants",-0.000473801501357229
2001,"P_poverty","Poverty",-1.87478383395501e-06
2001,"P_university_studies","University degree",-0.000314666813210351
2001,"bias_w","Spatial bias",-0.00152521685231477
2002,"Current_income","Income",-0.00203597452491522
2002,"P_cell_phone","Cell phone",-0.000507399294292554
2002,"P_internet","Internet",-0.00396560959052294
2002,"P_migrants","Migrants",-0.00111112660670187
2002,"P_poverty","Poverty",-3.67618195014074e-05
2002,"P_university_studies","University degree",-0.000739788665669039
2002,"bias_w","Spatial bias",-0.00173818817711435
2003,"Current_income","Income",-0.00200490350835025
2003,"P_cell_phone","Cell phone",-0.000507172524521593
2003,"P_internet","Internet",-0.00361237046308815
2003,"P_migrants","Migrants",-0.000945604289881885
2003,"P_poverty","Poverty",-1.45911553204314e-05
2003,"P_university_studies","University degree",-0.00036926899701939
2003,"bias_w","Spatial bias",-0.00173718685982749
2004,"Current_income","Income",-0.00204689308884554
2004,"P_cell_phone","Cell phone",-0.000551374549104366
2004,"P_internet","Internet",-0.00486114074010402
2004,"P_migrants","Migrants",-0.00122823609854095
2004,"P_poverty","Poverty",8.635089955078e-06
2004,"P_university_studies","University degree",-0.000482171701150946
2004,"bias_w","Spatial bias",-0.00173222509329207
2005,"Current_income","Income",-0.000969291693763807
2005,"P_cell_phone","Cell phone",-0.000426336671807803
2005,"P_internet","Internet",-0.00368937785970047
2005,"P_migrants","Migrants",-0.000883945147506893
2005,"P_poverty","Poverty",1.54876461238018e-05
2005,"P_university_studies","University degree",-0.000103200332887354
