"Fold_ID","Feature_Label","Impact_SHAP_Value"
1,"Internet",0.000961899452142942
1,"Spatial bias",0.000281270761093902
1,"Cell phone",0.00022366028565867
1,"University degree",0.000194066072139669
1,"Income",0.000193800827882094
1,"Extreme poverty",9.40424681752202e-05
1,"Households",9.04226169761945e-05
1,"Migrants",7.72108302841252e-05
1,"Car",7.42988705662158e-05
1,"Population 0-14",5.23514313239559e-05
1,"Disability",5.23256446468552e-05
1,"Female",5.14051468234749e-05
1,"Population",4.93714230187821e-05
1,"Educational lag",4.89107054591448e-05
1,"Population 15-39",4.70904864840804e-05
1,"Mean occupants",4.46535280613861e-05
1,"Electricity",4.44831480120265e-05
1,"Literacy",3.1432498436756e-05
1,"Poor housing conditions",3.0808684250626e-05
1,"Mean age",2.3242524598624e-05
