"Fold_ID","Feature_Label","Impact_SHAP_Value"
2,"Internet",0.0010106222072025
2,"Spatial bias",0.000362588329784404
2,"Income",0.000358948053365029
2,"Cell phone",0.000207196298574913
2,"University degree",0.000188780034415148
2,"Population 0-14",0.000111568092398383
2,"Migrants",9.18023970584956e-05
2,"Disability",7.79792443031389e-05
2,"Literacy",7.76983840548655e-05
2,"Car",7.37867783135293e-05
2,"Population",6.88451610262036e-05
2,"Households",6.73600023515711e-05
2,"Female",6.64320627996262e-05
2,"Afrodescendants",5.22549725499044e-05
2,"Electricity",5.21681273452082e-05
2,"Mean occupants",4.9831488147901e-05
2,"Population 15-39",4.14628549385902e-05
2,"Extreme poverty",3.98630876045905e-05
2,"Poverty",3.84278324303106e-05
2,"Working",3.08575712303806e-05
