Codigo.municipio,Municipio, Total, 1-2 499 habitantes, 2 500 y más habitantes,Fecha
14063, Ocotlán,106050,8418,97632,2020
14064, Ojuelos de Jalisco,33588,13729,19859,2020
14065, Pihuamo,11386,4718,6668,2020
14066, Poncitlán,53659,14863,38796,2020
14067, Puerto Vallarta,291839,14399,277440,2020
14069, Quitupan,7734,7734, ,2020
14071, San Cristóbal de la Barranca,2924,2924, ,2020
14072, San Diego de Alejandría,7609,1584,6025,2020
14113, San Gabriel,16548,11439,5109,2020
14125, San Ignacio Cerro Gordo,18341,7820,10521,2020
14073, San Juan de los Lagos,72230,14502,57728,2020
14007, San Juanito de Escobedo,9433,3838,5595,2020
14074, San Julián,16792,2272,14520,2020
14075, San Marcos,3791,313,3478,2020
14076, San Martín de Bolaños,3095,3095, ,2020
14077, San Martín Hidalgo,28102,12951,15151,2020
14078, San Miguel el Alto,31965,6040,25925,2020
14098, San Pedro Tlaquepaque,687127,8222,678905,2020
14080, San Sebastián del Oeste,5086,5086, ,2020
14081, Santa María de los Ángeles,3515,3515, ,2020
14056, Santa María del Oro,1815,1815, ,2020
14082, Sayula,37186,724,36462,2020
14083, Tala,87690,16242,71448,2020
14084, Talpa de Allende,14997,4885,10112,2020
14085, Tamazula de Gordiano,38955,15958,22997,2020
14086, Tapalpa,21245,11346,9899,2020
14087, Tecalitlán,16705,3462,13243,2020
14089, Techaluta de Montenegro,4072,1216,2856,2020
14088, Tecolotlán,16603,6935,9668,2020
14090, Tenamaxtlán,7302,2362,4940,2020
14091, Teocaltiche,39839,12403,27436,2020
14092, Teocuitatlán de Corona,11039,7053,3986,2020
14093, Tepatitlán de Morelos,150190,22707,127483,2020
14094, Tequila,44353,10067,34286,2020
14095, Teuchitlán,9647,5697,3950,2020
14096, Tizapán el Alto,22758,3327,19431,2020
14097, Tlajomulco de Zúñiga,727750,41240,686510,2020
14099, Tolimán,11219,7981,3238,2020
14100, Tomatlán,36316,16961,19355,2020
14101, Tonalá,569913,9839,560074,2020
14102, Tonaya,5961,2255,3706,2020
14103, Tonila,7565,882,6683,2020
14104, Totatiche,4180,4180, ,2020
14105, Tototlán,23573,9764,13809,2020
14106, Tuxcacuesco,5482,5482, ,2020
14107, Tuxcueca,6702,2888,3814,2020
14108, Tuxpan,37518,7047,30471,2020
14109, Unión de San Antonio,19069,10332,8737,2020
14110, Unión de Tula,13799,4270,9529,2020
14111, Valle de Guadalupe,6627,1999,4628,2020
14112, Valle de Juárez,6151,1733,4418,2020
14114, Villa Corona,19063,2413,16650,2020
14115, Villa Guerrero,5525,1502,4023,2020
14116, Villa Hidalgo,20088,4494,15594,2020
14068, Villa Purificación,11303,5338,5965,2020
14118, Yahualica de González Gallo,22394,7897,14497,2020
14119, Zacoalco de Torres,30472,10127,20345,2020
14120, Zapopan,1476491,27036,1449455,2020
14121, Zapotiltic,33713,3541,30172,2020
14122, Zapotitlán de Vadillo,7466,3252,4214,2020
14123, Zapotlán del Rey,19279,12869,6410,2020
14023, Zapotlán el Grande,115141,3166,111975,2020
14124, Zapotlanejo,64806,25640,39166,2020
15001, Acambay de Ruíz Castañeda,67872,57220,10652,2020
15002, Acolman,171507,5402,166105,2020
15003, Aculco,49266,46434,2832,2020
15004, Almoloya de Alquisiras,15333,12175,3158,2020
15005, Almoloya de Juárez,174587,75665,98922,2020
15006, Almoloya del Río,12694,1902,10792,2020
15007, Amanalco,23675,14757,8918,2020
15008, Amatepec,25244,22222,3022,2020
15009, Amecameca,53441,8451,44990,2020
15010, Apaxco,31898,8859,23039,2020
15011, Atenco,75489,6432,69057,2020
15012, Atizapán,12984,2111,10873,2020
15013, Atizapán de Zaragoza,523674,609,523065,2020
15014, Atlacomulco,109384,40132,69252,2020
15015, Atlautla,31900,3049,28851,2020
15016, Axapusco,29128,12501,16627,2020
15017, Ayapango,10053,6078,3975,2020
15018, Calimaya,68489,18007,50482,2020
15019, Capulhuac,36921,4896,32025,2020
15025, Chalco,400057,12883,387174,2020
15026, Chapa de Mota,31737,17773,13964,2020
15027, Chapultepec,12772,2109,10663,2020
15028, Chiautla,30045,7981,22064,2020
15029, Chicoloapan,200750,7218,193532,2020
15030, Chiconcuac,27692,1824,25868,2020
15031, Chimalhuacán,705193,1978,703215,2020
15020, Coacalco de Berriozábal,293444,199,293245,2020
15021, Coatepec Harinas,38643,31699,6944,2020
15022, Cocotitlán,15107,4817,10290,2020
15023, Coyotepec,40885,3443,37442,2020
15024, Cuautitlán,178847,6221,172626,2020
15121, Cuautitlán Izcalli,555163,9498,545665,2020
15032, Donato Guerra,37436,23580,13856,2020
15033, Ecatepec de Morelos,1645352,1729,1643623,2020
15034, Ecatzingo,10827,2533,8294,2020
15064, El Oro,36937,30967,5970,2020
15035, Huehuetoca,163244,6559,156685,2020
15036, Hueypoxtla,46757,4471,42286,2020
15037, Huixquilucan,284965,28729,256236,2020
15038, Isidro Fabela,11929,11929, ,2020
15039, Ixtapaluca,542211,17393,524818,2020
15040, Ixtapan de la Sal,36911,17585,19326,2020
15041, Ixtapan del Oro,6475,6475, ,2020
15042, Ixtlahuaca,160139,38045,122094,2020
15044, Jaltenco,28217, ,28217,2020
15045, Jilotepec,87671,44249,43422,2020
15046, Jilotzingo,19877,11952,7925,2020
15047, Jiquipilco,76826,52463,24363,2020
15048, Jocotitlán,69264,31574,37690,2020
15049, Joquicingo,15428,5552,9876,2020
15050, Juchitepec,27116,1848,25268,2020
15070, La Paz,304088,4206,299882,2020
15051, Lerma,170327,47474,122853,2020
15123, Luvianos,28822,20118,8704,2020
15052, Malinalco,28155,16140,12015,2020
15053, Melchor Ocampo,61220,2206,59014,2020
15054, Metepec,242307,10298,232009,2020
15055, Mexicaltzingo,13807,2953,10854,2020
15056, Morelos,33164,14100,19064,2020
15057, Naucalpan de Juárez,834434,28715,805719,2020
15059, Nextlalpan,57082,3532,53550,2020
15058, Nezahualcóyotl,1077208,112,1077096,2020
15060, Nicolás Romero,430601,27890,402711,2020
15061, Nopaltepec,10351,1652,8699,2020
15062, Ocoyoacac,72103,17698,54405,2020
15063, Ocuilan,36223,33085,3138,2020
15065, Otumba,36331,13682,22649,2020
15066, Otzoloapan,4891,4891, ,2020
15067, Otzolotepec,88783,27043,61740,2020
15068, Ozumba,30785,5834,24951,2020
15069, Papalotla,4862,78,4784,2020
15071, Polotitlán,14985,11774,3211,2020
15072, Rayón,15972,729,15243,2020
15073, San Antonio la Isla,31962,2029,29933,2020
15074, San Felipe del Progreso,144924,76152,68772,2020
15124, San José del Rincón,100082,94754,5328,2020
15075, San Martín de las Pirámides,29182,14899,14283,2020
15076, San Mateo Atenco,97418,1003,96415,2020
15077, San Simón de Guerrero,6692,6692, ,2020
15078, Santo Tomás,9729,9729, ,2020
15079, Soyaniquilpan de Juárez,14323,8617,5706,2020
15080, Sultepec,24145,17602,6543,2020
15081, Tecámac,547503,11089,536414,2020
15082, Tejupilco,79282,45095,34187,2020
15083, Temamatla,14130,5019,9111,2020
15084, Temascalapa,43593,11906,31687,2020
15085, Temascalcingo,66414,36620,29794,2020
15086, Temascaltepec,35014,35014, ,2020
15087, Temoaya,105766,42097,63669,2020
15088, Tenancingo,104677,38864,65813,2020
15089, Tenango del Aire,11359,2157,9202,2020
15090, Tenango del Valle,90518,16935,73583,2020
15091, Teoloyucan,65459,3168,62291,2020
15092, Teotihuacán,58507,7550,50957,2020
15093, Tepetlaoxtoc,32564,9211,23353,2020
15094, Tepetlixpa,20500,5556,14944,2020
15095, Tepotzotlán,103696,18273,85423,2020
15096, Tequixquiac,39489,2973,36516,2020
15097, Texcaltitlán,18482,15567,2915,2020
15098, Texcalyacac,5736,632,5104,2020
15099, Texcoco,277562,37784,239778,2020
15100, Tezoyuca,47044,2764,44280,2020
15101, Tianguistenco,84259,27396,56863,2020
15102, Timilpan,16414,16414, ,2020
15103, Tlalmanalco,49196,6872,42324,2020
15104, Tlalnepantla de Baz,672202,265,671937,2020
15105, Tlatlaya,31762,29259,2503,2020
15106, Toluca,910608,41182,869426,2020
15125, Tonanitla,14883,1134,13749,2020
15107, Tonatico,12912,5891,7021,2020
15108, Tultepec,157645,6776,150869,2020
15109, Tultitlán,516341,1653,514688,2020
15110, Valle de Bravo,61590,29367,32223,2020
15122, Valle de Chalco Solidaridad,391731,830,390901,2020
15111, Villa de Allende,53275,46981,6294,2020
15112, Villa del Carbón,51498,29998,21500,2020
15113, Villa Guerrero,69086,34308,34778,2020
15114, Villa Victoria,108196,85643,22553,2020
15043, Xalatlaco,30687,13566,17121,2020
15115, Xonacatlán,54633,12287,42346,2020
15116, Zacazonapan,5109,1632,3477,2020
15117, Zacualpan,13522,10433,3089,2020
15118, Zinacantepec,203872,33741,170131,2020
15119, Zumpahuacán,18833,14002,4831,2020
15120, Zumpango,280455,22654,257801,2020
16001, Acuitzio,11301,3862,7439,2020
16002, Aguililla,14754,3699,11055,2020
16003, Álvaro Obregón,23000,13487,9513,2020
16004, Angamacutiro,14943,9899,5044,2020
16005, Angangueo,10892,6915,3977,2020
16006, Apatzingán,126191,20562,105629,2020
16007, Aporo,3529,3529, ,2020
16008, Aquila,24676,24676, ,2020
16009, Ario,36268,18171,18097,2020
16010, Arteaga,20332,9286,11046,2020
16011, Briseñas,11681,3238,8443,2020
16012, Buenavista,45538,15038,30500,2020
16013, Carácuaro,9176,5027,4149,2020
16021, Charapan,13539,2045,11494,2020
16022, Charo,25138,16464,8674,2020
16023, Chavinda,10417,3821,6596,2020
16024, Cherán,20586,674,19912,2020
16025, Chilchota,40560,10748,29812,2020
16026, Chinicuila,4773,4773, ,2020
16027, Chucándiro,4944,4944, ,2020
16028, Churintzio,5233,2653,2580,2020
16029, Churumuco,12342,7935,4407,2020
16014, Coahuayana,17022,4998,12024,2020
16015, Coalcomán de Vázquez Pallares,19633,5827,13806,2020
16016, Coeneo,20965,14372,6593,2020
16074, Cojumatlán de Régules,10553,3302,7251,2020
16017, Contepec,35070,27991,7079,2020
16018, Copándaro,9484,6319,3165,2020
16019, Cotija,20198,6124,14074,2020
16020, Cuitzeo,29910,7590,22320,2020
16030, Ecuandureo,11850,7492,4358,2020
16031, Epitacio Huerta,16112,16112, ,2020
16032, Erongarícuaro,15715,9631,6084,2020
16033, Gabriel Zamora,21466,9157,12309,2020
16034, Hidalgo,125712,38580,87132,2020
16036, Huandacareo,11644,4955,6689,2020
16037, Huaniqueo,7945,5350,2595,2020
16038, Huetamo,41973,18137,23836,2020
16039, Huiramba,9015,5764,3251,2020
16040, Indaparapeo,18385,7286,11099,2020
16041, Irimbo,16043,9849,6194,2020
16042, Ixtlán,14302,9211,5091,2020
16043, Jacona,68781,4269,64512,2020
16044, Jiménez,12946,8972,3974,2020
16045, Jiquilpan,36158,11496,24662,2020
16113, José Sixto Verduzco,26213,16081,10132,2020
16046, Juárez,14936,8370,6566,2020
16047, Jungapeo,19834,14823,5011,2020
16035, La Huacana,30627,17807,12820,2020
16069, La Piedad,106490,15284,91206,2020
16048, Lagunillas,5745,3081,2664,2020
16052, Lázaro Cárdenas,196003,15508,180495,2020
16075, Los Reyes,78935,16219,62716,2020
16049, Madero,19086,11453,7633,2020
16050, Maravatío,89311,40397,48914,2020
16051, Marcos Castellanos,13983,3517,10466,2020
16053, Morelia,849053,59412,789641,2020
16054, Morelos,7983,5457,2526,2020
16055, Múgica,45732,7713,38019,2020
16056, Nahuatzen,32598,2967,29631,2020
16057, Nocupétaro,8196,4286,3910,2020
16058, Nuevo Parangaricutiro,20981,4236,16745,2020
16059, Nuevo Urecho,9027,9027, ,2020
16060, Numarán,9437,4649,4788,2020
16061, Ocampo,24774,17079,7695,2020
16062, Pajacuarán,21028,6394,14634,2020
16063, Panindícuaro,14889,9622,5267,2020
16065, Paracho,39657,8010,31647,2020
16064, Parácuaro,26832,12663,14169,2020
16066, Pátzcuaro,98382,25427,72955,2020
16067, Penjamillo,16621,13264,3357,2020
16068, Peribán,29389,11737,17652,2020
16070, Purépero,15503,1682,13821,2020
16071, Puruándiro,69260,29846,39414,2020
16072, Queréndaro,13961,4488,9473,2020
16073, Quiroga,27176,6534,20642,2020
16076, Sahuayo,78477,8435,70042,2020
16079, Salvador Escalante,49896,18581,31315,2020
16077, San Lucas,17677,11200,6477,2020
16078, Santa Ana Maya,12812,5592,7220,2020
16080, Senguio,19833,17070,2763,2020
16081, Susupuato,9076,9076, ,2020
16082, Tacámbaro,79540,36793,42747,2020
16083, Tancítaro,33453,25320,8133,2020
16084, Tangamandapio,31716,5069,26647,2020
16085, Tangancícuaro,35256,13213,22043,2020
16086, Tanhuato,15534,6827,8707,2020
16087, Taretan,15589,8472,7117,2020
16088, Tarímbaro,114513,48741,65772,2020
16089, Tepalcatepec,24074,6781,17293,2020
16090, Tingambato,16325,1489,14836,2020
16091, Tingüindín,14934,7146,7788,2020
16092, Tiquicheo de Nicolás Romero,12836,9172,3664,2020
16093, Tlalpujahua,28556,24929,3627,2020
16094, Tlazazalca,6420,3418,3002,2020
16095, Tocumbo,12325,4540,7785,2020
16096, Tumbiscatío,5971,5971, ,2020
16097, Turicato,29056,22211,6845,2020
16098, Tuxpan,25757,16795,8962,2020
16099, Tuzantla,14329,11370,2959,2020
16100, Tzintzuntzan,14911,7131,7780,2020
16101, Tzitzio,8855,8855, ,2020
16102, Uruapan,356786,22117,334669,2020
16103, Venustiano Carranza,23469,4895,18574,2020
16104, Villamar,15864,9476,6388,2020
16105, Vista Hermosa,20982,5992,14990,2020
16106, Yurécuaro,32303,5612,26691,2020
16107, Zacapu,76829,14851,61978,2020
16108, Zamora,204860,21744,183116,2020
16109, Zináparo,3232,3232, ,2020
16110, Zinapécuaro,49005,29135,19870,2020
16111, Ziracuaretiro,18402,9595,8807,2020
16112, Zitácuaro,157056,60244,96812,2020
17001, Amacuzac,17598,9068,8530,2020
17002, Atlatlahucan,25232,13708,11524,2020
17003, Axochiapan,39174,10737,28437,2020
17004, Ayala,89834,30977,58857,2020
17034, Coatetelco,11347,1675,9672,2020
17005, Coatlán del Río,10520,10520, ,2020
17006, Cuautla,187118,22745,164373,2020
17007, Cuernavaca,378476,21587,356889,2020
17008, Emiliano Zapata,107053,5838,101215,2020
17036, Hueyapan,7855,503,7352,2020
17009, Huitzilac,24515,11645,12870,2020
17010, Jantetelco,18402,4686,13716,2020
17011, Jiutepec,215357,7333,208024,2020
17012, Jojutla,57682,10345,47337,2020
17013, Jonacatepec de Leandro Valle,16694,1293,15401,2020
17014, Mazatepec,9653,5475,4178,2020
17015, Miacatlán,15802,8336,7466,2020
17016, Ocuituco,19219,6623,12596,2020
17017, Puente de Ixtla,40018,10241,29777,2020
17018, Temixco,122263,13801,108462,2020
17033, Temoac,16574,1727,14847,2020
17019, Tepalcingo,28122,7685,20437,2020
17020, Tepoztlán,54987,24045,30942,2020
17021, Tetecala,7617,2836,4781,2020
17022, Tetela del Volcán,14853,2691,12162,2020
17023, Tlalnepantla,7943,3560,4383,2020
17024, Tlaltizapán de Zapata,52399,17099,35300,2020
17025, Tlaquiltenango,33789,15447,18342,2020
17026, Tlayacapan,19408,11034,8374,2020
17027, Totolapan,12750,3279,9471,2020
17028, Xochitepec,73539,16099,57440,2020
17035, Xoxocotla,27805,3732,24073,2020
17029, Yautepec,105780,21747,84033,2020
17030, Yecapixtla,56083,15454,40629,2020
17031, Zacatepec,36094,3397,32697,2020
17032, Zacualpan de Amilpas,9965,795,9170,2020
18001, Acaponeta,37232,17256,19976,2020
18002, Ahuacatlán,15393,8134,7259,2020
18003, Amatlán de Cañas,11536,8269,3267,2020
18020, Bahía de Banderas,187632,17878,169754,2020
18004, Compostela,77436,21448,55988,2020
18009, Del Nayar,47550,40879,6671,2020
18005, Huajicori,12230,8564,3666,2020
18006, Ixtlán del Río,29299,3822,25477,2020
18007, Jala,19321,5961,13360,2020
18019, La Yesca,13719,13719, ,2020
18010, Rosamorada,33567,25091,8476,2020
18011, Ruíz,24096,9418,14678,2020
18012, San Blas,41518,20291,21227,2020
18013, San Pedro Lagunillas,7683,3676,4007,2020
18014, Santa María del Oro,24911,16427,8484,2020
18015, Santiago Ixcuintla,93981,51144,42837,2020
18016, Tecuala,37135,15885,21250,2020
18017, Tepic,425924,36506,389418,2020
18018, Tuxpan,30064,5194,24870,2020
18008, Xalisco,65229,10840,54389,2020
19001, Abasolo,2974,2974, ,2020
19002, Agualeguas,3382,3382, ,2020
19004, Allende,35289,6446,28843,2020
19005, Anáhuac,18030,1616,16414,2020
19006, Apodaca,656464,9850,646614,2020
19007, Aramberri,14992,9721,5271,2020
19008, Bustamante,3661,137,3524,2020
19009, Cadereyta Jiménez,122337,17433,104904,2020
19011, Cerralvo,7340,601,6739,2020
19013, China,9930,1666,8264,2020
19012, Ciénega de Flores,68747,481,68266,2020
19014, Doctor Arroyo,36088,24266,11822,2020
19015, Doctor Coss,1360,1360, ,2020
19016, Doctor González,3256,3256, ,2020
19010, El Carmen,104478,1325,103153,2020
19017, Galeana,40903,30516,10387,2020
19018, García,397205,8059,389146,2020
19020, General Bravo,5506,1470,4036,2020
19021, General Escobedo,481213,4886,476327,2020
19022, General Terán,14109,7619,6490,2020
19023, General Treviño,1808,1808, ,2020
19024, General Zaragoza,6282,3296,2986,2020
19025, General Zuazua,102149,1698,100451,2020
19026, Guadalupe,643143,215,642928,2020
19047, Hidalgo,16086,29,16057,2020
19028, Higueras,1386,1386, ,2020
19029, Hualahuises,7026,1172,5854,2020
19030, Iturbide,3298,3298, ,2020
19031, Juárez,471523,12244,459279,2020
19032, Lampazos de Naranjo,5351,265,5086,2020
19033, Linares,84666,14288,70378,2020
19003, Los Aldamas,1407,1407, ,2020
19027, Los Herreras,1959,1959, ,2020
19042, Los Ramones,5389,5389, ,2020
19034, Marín,5119,2328,2791,2020
19035, Melchor Ocampo,1483,1483, ,2020
19036, Mier y Noriega,7652,7652, ,2020
19037, Mina,6048,771,5277,2020
19038, Montemorelos,67428,12961,54467,2020
19039, Monterrey,1142994,42,1142952,2020
19040, Parás,906,906, ,2020
19041, Pesquería,147624,9874,137750,2020
19043, Rayones,2377,2377, ,2020
19044, Sabinas Hidalgo,34709,1187,33522,2020
19045, Salinas Victoria,86766,4374,82392,2020
19046, San Nicolás de los Garza,412199, ,412199,2020
19019, San Pedro Garza García,132169,41,132128,2020
19048, Santa Catarina,306322,2270,304052,2020
19049, Santiago,46784,3765,43019,2020
19050, Vallecillo,1552,1552, ,2020
19051, Villaldama,3573,995,2578,2020
20001, Abejones,841,841, ,2020
20002, Acatlán de Pérez Figueroa,45167,26193,18974,2020
20174, Ánimas Trujano,4564,337,4227,2020
20003, Asunción Cacalotepec,2547,2547, ,2020
20004, Asunción Cuyotepeji,1107,1107, ,2020
20005, Asunción Ixtaltepec,15261,7645,7616,2020
20006, Asunción Nochixtlán,20464,4613,15851,2020
20007, Asunción Ocotlán,2395,2395, ,2020
20008, Asunción Tlacolulita,734,734, ,2020
20398, Ayoquezco de Aldama,4874,852,4022,2020
20009, Ayotzintepec,6857,2974,3883,2020
20011, Calihualá,1402,1402, ,2020
20012, Candelaria Loxicha,11166,11166, ,2020
20247, Capulálpam de Méndez,1619,1619, ,2020
20025, Chahuites,11356,302,11054,2020
20026, Chalcatongo de Hidalgo,9035,6298,2737,2020
20027, Chiquihuitlán de Benito Juárez,2179,2179, ,2020
20013, Ciénega de Zimatlán,3043,63,2980,2020
20014, Ciudad Ixtepec,28082,2067,26015,2020
20015, Coatecas Altas,5356,2164,3192,2020
20016, Coicoyán de las Flores,9563,9563, ,2020
20018, Concepción Buenavista,752,752, ,2020
20019, Concepción Pápalo,2754,2754, ,2020
20020, Constancia del Rosario,4847,4847, ,2020
20021, Cosolapa,14488,6163,8325,2020
20022, Cosoltepec,803,803, ,2020
20023, Cuilápam de Guerrero,26882,11119,15763,2020
20024, Cuyamecalco Villa de Zaragoza,3644,3644, ,2020
20010, El Barrio de la Soledad,13474,10916,2558,2020
20030, El Espinal,8730,605,8125,2020
20029, Eloxochitlán de Flores Magón,4215,4215, ,2020
20032, Fresnillo de Trujano,1077,1077, ,2020
20034, Guadalupe de Ramírez,1288,1288, ,2020
20033, Guadalupe Etla,2929,2929, ,2020
20035, Guelatao de Juárez,657,657, ,2020
20036, Guevea de Humboldt,5256,5256, ,2020
20028, Heroica Ciudad de Ejutla de Crespo,23148,11980,11168,2020
20039, Heroica Ciudad de Huajuapan de León,78313,22150,56163,2020
20397, Heroica Ciudad de Tlaxiaco,40123,21208,18915,2020
20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",11465,11465, ,2020
20040, Huautepec,6385,6385, ,2020
20041, Huautla de Jiménez,31710,19228,12482,2020
20065, Ixpantepec Nieves,1079,1079, ,2020
20042, Ixtlán de Juárez,8385,5035,3350,2020
20043, Juchitán de Zaragoza,113570,12703,100867,2020
20017, La Compañía,3607,3607, ,2020
20069, La Pe,3052,525,2527,2020
20076, La Reforma,3411,3411, ,2020
20556, La Trinidad Vista Hermosa,306,306, ,2020
20044, Loma Bonita,40934,9465,31469,2020
20045, Magdalena Apasco,7888,4875,3013,2020
20046, Magdalena Jaltepec,2943,2943, ,2020
20048, Magdalena Mixtepec,1433,1433, ,2020
20049, Magdalena Ocotlán,1184,1184, ,2020
20050, Magdalena Peñasco,3750,3750, ,2020
20051, Magdalena Teitipac,4764,120,4644,2020
20052, Magdalena Tequisistlán,5996,2391,3605,2020
20053, Magdalena Tlacotepec,1297,1297, ,2020
20562, Magdalena Yodocono de Porfirio Díaz,1682,1682, ,2020
20054, Magdalena Zahuatlán,404,404, ,2020
20055, Mariscala de Juárez,3739,3739, ,2020
20056, Mártires de Tacubaya,1446,1446, ,2020
20057, Matías Romero Avendaño,38183,13851,24332,2020
20058, Mazatlán Villa de Flores,12722,12722, ,2020
20037, Mesones Hidalgo,4424,4424, ,2020
20059, Miahuatlán de Porfirio Díaz,50375,21245,29130,2020
20060, Mixistlán de la Reforma,2487,2487, ,2020
20061, Monjas,2893,2893, ,2020
20062, Natividad,498,498, ,2020
20063, Nazareno Etla,4293,88,4205,2020
20064, Nejapa de Madero,8494,8494, ,2020
20504, Nuevo Zoquiápam,1590,1590, ,2020
20067, Oaxaca de Juárez,270955,3536,267419,2020
20068, Ocotlán de Morelos,23751,7106,16645,2020
20070, Pinotepa de Don Luis,6416,945,5471,2020
20071, Pluma Hidalgo,3255,3255, ,2020
20073, Putla Villa de Guerrero,34652,21923,12729,2020
20075, Reforma de Pineda,2660, ,2660,2020
20077, Reyes Etla,4370,4370, ,2020
20078, Rojas de Cuauhtémoc,1301,1301, ,2020
20079, Salina Cruz,84438,7778,76660,2020
20080, San Agustín Amatengo,1593,1593, ,2020
20081, San Agustín Atenango,1871,1871, ,2020
20082, San Agustín Chayuco,4163,4163, ,2020
20083, San Agustín de las Juntas,11391,2788,8603,2020
20084, San Agustín Etla,4168,2,4166,2020
20085, San Agustín Loxicha,26194,23414,2780,2020
20086, San Agustín Tlacotepec,1032,1032, ,2020
20087, San Agustín Yatareni,5521,624,4897,2020
20088, San Andrés Cabecera Nueva,2881,2881, ,2020
20089, San Andrés Dinicuiti,2308,2308, ,2020
20090, San Andrés Huaxpaltepec,6234,1644,4590,2020
20091, San Andrés Huayápam,6279,580,5699,2020
20092, San Andrés Ixtlahuaca,1776,1776, ,2020
20093, San Andrés Lagunas,518,518, ,2020
20094, San Andrés Nuxiño,1850,1850, ,2020
20095, San Andrés Paxtlán,4562,4562, ,2020
20096, San Andrés Sinaxtla,756,756, ,2020
20097, San Andrés Solaga,1771,1771, ,2020
20098, San Andrés Teotilálpam,4233,4233, ,2020
20099, San Andrés Tepetlapa,381,381, ,2020
20100, San Andrés Yaá,393,393, ,2020
20101, San Andrés Zabache,748,748, ,2020
20102, San Andrés Zautla,5326,5326, ,2020
20103, San Antonino Castillo Velasco,6064,260,5804,2020
20104, San Antonino el Alto,2705,2705, ,2020
20105, San Antonino Monte Verde,7678,7678, ,2020
20106, San Antonio Acutla,249,249, ,2020
20107, San Antonio de la Cal,26282,1863,24419,2020
20108, San Antonio Huitepec,2936,2936, ,2020
20109, San Antonio Nanahuatípam,1232,1232, ,2020
20110, San Antonio Sinicahua,1668,1668, ,2020
20111, San Antonio Tepetlapa,4873,1973,2900,2020
20112, San Baltazar Chichicápam,2576,24,2552,2020
20113, San Baltazar Loxicha,3169,596,2573,2020
20114, San Baltazar Yatzachi el Bajo,674,674, ,2020
20115, San Bartolo Coyotepec,10391,1294,9097,2020
20121, San Bartolo Soyaltepec,596,596, ,2020
20122, San Bartolo Yautepec,653,653, ,2020
20116, San Bartolomé Ayautla,4131,1266,2865,2020
20117, San Bartolomé Loxicha,2213,2213, ,2020
20118, San Bartolomé Quialana,2389,2389, ,2020
20119, San Bartolomé Yucuañe,735,735, ,2020
20120, San Bartolomé Zoogocho,449,449, ,2020
20123, San Bernardo Mixtepec,2829,2829, ,2020
20124, San Blas Atempa,19696,3605,16091,2020
20125, San Carlos Yautepec,11662,11662, ,2020
20126, San Cristóbal Amatlán,5396,1080,4316,2020
20127, San Cristóbal Amoltepec,1252,1252, ,2020
20128, San Cristóbal Lachirioag,1342,1342, ,2020
20129, San Cristóbal Suchixtlahuaca,356,356, ,2020
20130, San Dionisio del Mar,5180,1970,3210,2020
20131, San Dionisio Ocotepec,11411,1554,9857,2020
20132, San Dionisio Ocotlán,1380,1380, ,2020
20133, San Esteban Atatlahuca,3934,3934, ,2020
20134, San Felipe Jalapa de Díaz,28500,21637,6863,2020
20135, San Felipe Tejalápam,8231,5710,2521,2020
20136, San Felipe Usila,12191,6779,5412,2020
20137, San Francisco Cahuacuá,3450,3450, ,2020
20138, San Francisco Cajonos,451,451, ,2020
20139, San Francisco Chapulapa,2195,2195, ,2020
20140, San Francisco Chindúa,812,812, ,2020
20141, San Francisco del Mar,8710,3249,5461,2020
20142, San Francisco Huehuetlán,842,842, ,2020
20143, San Francisco Ixhuatán,9461,4028,5433,2020
20144, San Francisco Jaltepetongo,1075,1075, ,2020
20145, San Francisco Lachigoló,5215,124,5091,2020
20146, San Francisco Logueche,2803,2803, ,2020
20147, San Francisco Nuxaño,376,376, ,2020
20148, San Francisco Ozolotepec,2182,2182, ,2020
20149, San Francisco Sola,2019,2019, ,2020
20150, San Francisco Telixtlahuaca,13856,1382,12474,2020
20151, San Francisco Teopan,312,312, ,2020
20152, San Francisco Tlapancingo,2472,2472, ,2020
20153, San Gabriel Mixtepec,4910,1237,3673,2020
20154, San Ildefonso Amatlán,2329,2329, ,2020
20155, San Ildefonso Sola,1060,1060, ,2020
20156, San Ildefonso Villa Alta,3677,3677, ,2020
20157, San Jacinto Amilpas,16827, ,16827,2020
20158, San Jacinto Tlacotepec,2233,2233, ,2020
20159, San Jerónimo Coatlán,5537,5537, ,2020
20160, San Jerónimo Silacayoapilla,1429,1429, ,2020
20161, San Jerónimo Sosola,2730,2730, ,2020
20162, San Jerónimo Taviche,2046,2046, ,2020
20163, San Jerónimo Tecóatl,1577,1577, ,2020
20550, San Jerónimo Tlacochahuaya,5764,2591,3173,2020
20164, San Jorge Nuchita,2881,2881, ,2020
20165, San José Ayuquila,1629,1629, ,2020
20166, San José Chiltepec,11310,7830,3480,2020
20167, San José del Peñasco,2149,2149, ,2020
20072, San José del Progreso,8059,4476,3583,2020
20168, San José Estancia Grande,938,938, ,2020
20169, San José Independencia,4251,4251, ,2020
20170, San José Lachiguiri,3700,3700, ,2020
20171, San José Tenango,18102,18102, ,2020
20172, San Juan Achiutla,408,408, ,2020
20173, San Juan Atepec,1457,1457, ,2020
20175, San Juan Bautista Atatlahuca,1424,1424, ,2020
20176, San Juan Bautista Coixtlahuaca,2725,2725, ,2020
20177, San Juan Bautista Cuicatlán,10365,4962,5403,2020
