"Fold_ID","Feature_Label","Impact_SHAP_Value"
3,"Internet",0.00101125994733306
3,"Spatial bias",0.0003191041424136
3,"University degree",0.000191850408521929
3,"Cell phone",0.000182176778973727
3,"Income",0.000176468345381566
3,"Households",0.00010806504562796
3,"Extreme poverty",8.91664955098309e-05
3,"Migrants",6.78633431960721e-05
3,"Disability",5.95165179986848e-05
3,"Population 0-14",5.81523305285967e-05
3,"Mean occupants",5.56498453927036e-05
3,"Female",5.36666693970899e-05
3,"Car",4.29259379999264e-05
3,"Electricity",4.19714169019285e-05
3,"Population 15-39",3.78436883909201e-05
3,"Poor housing conditions",3.15314687980298e-05
3,"Afrodescendants",3.04655629521228e-05
3,"Educational lag",2.86993764652756e-05
3,"Population",2.66243193304295e-05
3,"Vulnerable income",2.22964846570731e-05
