"Fold_ID","Area_code","Feature","Plot_label","SHAP_Value"
5,1001,"Total_Population","Population",0.00635602744296193
5,1001,"Total_houses","Households",0.0198903940618038
5,1001,"P_age_00_14","Population 0-14",-0.00279952306300402
5,1001,"P_age_15_39","Population 15-39",-0.00581883639097214
5,1001,"P_read_write","Literacy",-0.00339107704348862
5,1001,"P_internet","Internet",-0.00676755188032985
5,1001,"bias_w","Spatial bias",-0.0106639666482806
5,1002,"Total_Population","Population",0.00459198467433453
5,1002,"Total_houses","Households",0.0125828087329865
5,1002,"P_age_00_14","Population 0-14",0.00833651330322027
5,1002,"P_age_15_39","Population 15-39",-0.00707781501114368
5,1002,"P_read_write","Literacy",-0.00329228723421693
5,1002,"P_internet","Internet",-0.00466506415978074
5,1002,"bias_w","Spatial bias",-0.00771286524832249
5,1003,"Total_Population","Population",0.0244977474212646
5,1003,"Total_houses","Households",0.0201396308839321
5,1003,"P_age_00_14","Population 0-14",-0.00152853759936988
5,1003,"P_age_15_39","Population 15-39",-0.00525434082373977
5,1003,"P_read_write","Literacy",-0.0052765985019505
5,1003,"P_internet","Internet",-0.00807885825634003
5,1003,"bias_w","Spatial bias",-0.0466442666947842
5,1004,"Total_Population","Population",0.00585134699940681
5,1004,"Total_houses","Households",0.0048554097302258
5,1004,"P_age_00_14","Population 0-14",0.0166081562638283
5,1004,"P_age_15_39","Population 15-39",-0.00949629116803408
5,1004,"P_read_write","Literacy",-0.00353238848038018
5,1004,"P_internet","Internet",-0.00992443319410086
5,1004,"bias_w","Spatial bias",0.0126925706863403
5,1005,"Total_Population","Population",0.0286356266587973
5,1005,"Total_houses","Households",0.025604497641325
5,1005,"P_age_00_14","Population 0-14",0.00846817437559366
5,1005,"P_age_15_39","Population 15-39",-0.00771223846822977
5,1005,"P_read_write","Literacy",-0.0119671216234565
5,1005,"P_internet","Internet",-0.00629771128296852
5,1005,"bias_w","Spatial bias",-0.0499927327036858
5,1006,"Total_Population","Population",0.00838405080139637
5,1006,"Total_houses","Households",0.0167630314826965
5,1006,"P_age_00_14","Population 0-14",0.00893243122845888
5,1006,"P_age_15_39","Population 15-39",-0.00892431382089853
5,1006,"P_read_write","Literacy",-0.00394554948434234
5,1006,"P_internet","Internet",-0.00708188535645604
5,1006,"bias_w","Spatial bias",-0.0234392825514078
5,1007,"Total_Population","Population",0.00535891391336918
5,1007,"Total_houses","Households",0.0171969421207905
5,1007,"P_age_00_14","Population 0-14",0.00750410603359342
5,1007,"P_age_15_39","Population 15-39",-0.00758530013263226
5,1007,"P_read_write","Literacy",-0.0031824039760977
5,1007,"P_internet","Internet",-0.00677893962711096
5,1007,"bias_w","Spatial bias",-0.0092999367043376
5,1008,"Total_Population","Population",-0.00592586118727922
5,1008,"Total_houses","Households",-0.00144662475213408
5,1008,"P_age_00_14","Population 0-14",0.000548708369024098
5,1008,"P_age_15_39","Population 15-39",-0.0157583933323622
5,1008,"P_read_write","Literacy",-0.0117571782320738
5,1008,"P_internet","Internet",-0.00492660980671644
5,1008,"bias_w","Spatial bias",-0.00596564542502165
5,1009,"Total_Population","Population",0.00351188308559358
5,1009,"Total_houses","Households",0.00754499947652221
5,1009,"P_age_00_14","Population 0-14",0.0105534493923187
5,1009,"P_age_15_39","Population 15-39",-0.00645490642637014
5,1009,"P_read_write","Literacy",-0.00194816954899579
5,1009,"P_internet","Internet",-0.00590406265109777
