"Fold_ID","Feature_Label","Impact_SHAP_Value"
2,"Internet",0.00107068664918315
2,"Income",0.000385761390596491
2,"Cell phone",0.000252153317354646
2,"Population 0-14",0.000158917110602262
2,"Literacy",0.000142276851865221
2,"University degree",0.000136349568178743
2,"Migrants",0.000114638352608338
2,"Disability",0.000103772958780879
2,"Car",9.36162799558526e-05
2,"Afrodescendants",9.04916744890459e-05
2,"Female",8.04663545290524e-05
2,"Population 15-39",7.91770034875851e-05
2,"Electricity",7.84147043745629e-05
2,"Population",7.29437616392243e-05
2,"Households",6.25914789020282e-05
2,"Working",6.17880000196299e-05
2,"Mean occupants",5.92575348197693e-05
2,"Poverty",5.6075377785979e-05
2,"Extreme poverty",4.64172139081149e-05
2,"Educational lag",4.56497231476569e-05
