"Fold_ID","Feature_Label","Impact_SHAP_Value"
1,"Internet",0.00100800047436921
1,"Cell phone",0.000267898587008465
1,"Income",0.000193200156122618
1,"University degree",0.000153254963245301
1,"Literacy",0.000118438306758022
1,"Car",9.53072571457431e-05
1,"Households",8.64945602843325e-05
1,"Extreme poverty",8.01103404707959e-05
1,"Population",7.60125357571569e-05
1,"Population 0-14",7.5873902308814e-05
1,"Migrants",7.17364380996731e-05
1,"Electricity",7.04767679718656e-05
1,"Population 15-39",6.82314098318283e-05
1,"Educational lag",6.50897444391128e-05
1,"Disability",5.23134077750404e-05
1,"Poor housing conditions",4.28386717309143e-05
1,"Female",3.71800035651695e-05
1,"Afrodescendants",3.60149765336545e-05
1,"Mean occupants",3.47193147219245e-05
1,"Vulnerable income",3.42898634416403e-05
