"Fold_ID","Feature_Label","Impact_SHAP_Value"
1,"Literacy",0.0108672128742918
1,"Population 0-14",0.0100690460959868
1,"Households",0.00911693565578184
1,"Internet",0.00817909091262509
1,"Educational lag",0.00738276476372127
1,"Population 15-39",0.00611952290260241
1,"Income",0.0054871903608766
1,"Car",0.0047498957281992
1,"Population",0.00473743260912032
1,"University degree",0.00460725872895924
1,"Electricity",0.00345939455931203
1,"Cell phone",0.00229040076035976
1,"Population 65+",0.00195372153375427
1,"Indigenous language",0.00193367401942322
1,"Working",0.00155518091615655
1,"Mean occupants",0.0014761565647306
1,"Poor housing conditions",0.00131334867888395
1,"Female",0.00121503301773283
1,"Migrants",0.00115024152838979
1,"Extreme poverty",0.000997722155419415
