"Fold_ID","Feature_Label","Impact_SHAP_Value"
2,"Spatial bias",0.0234515200609783
2,"Population",0.00930482578627623
2,"Population 15-39",0.00624728515801101
2,"Educational lag",0.00488099945900011
2,"Literacy",0.00475982540615277
2,"Population 0-14",0.00460599232409123
2,"Internet",0.00383079928198157
2,"Indigenous language",0.00257543074989844
2,"Households",0.00195286197117254
2,"Poverty",0.00145343453889728
2,"Female",0.00144145747917667
2,"Extreme poverty",0.00141015591585826
2,"Population 65+",0.00118839004935991
2,"Working",0.000486262091438781
2,"Poor housing conditions",0.000447320499283783
2,"Vulnerable income",0.000334516274025874
2,"Cell phone",0.000316499513518861
2,"Disability",0.000252423583986014
2,"Car",0.00016445849455599
2,"Income",8.75761654684425e-05
