"Fold_ID","Feature_Label","Impact_SHAP_Value"
3,"Spatial bias",0.0255621693006789
3,"Internet",0.00736581923855162
3,"Population",0.00665483795131738
3,"Population 0-14",0.00617106228230085
3,"Households",0.00540197281747112
3,"Population 15-39",0.00508677985589094
3,"Indigenous language",0.00410368247921493
3,"Literacy",0.00393203769784364
3,"Educational lag",0.00386771249451994
3,"Extreme poverty",0.00304323847801041
3,"Mean occupants",0.00289507237807908
3,"Female",0.00177484152084912
3,"Poor housing conditions",0.00142923286485572
3,"Population 65+",0.00142555159669277
3,"Migrants",0.00139132132675024
3,"Income",0.00136004331876691
3,"Disability",0.00120815380661596
3,"Electricity",0.00118305945886408
3,"Afrodescendants",0.00117197799169663
3,"Poverty",0.00113277078205668
