"Fold_ID","Feature_Label","Impact_SHAP_Value"
2,"Literacy",0.0109265188132046
2,"Population 15-39",0.010429104118851
2,"Population",0.00990210914280729
2,"Educational lag",0.00958839220128164
2,"Population 0-14",0.00639162199243756
2,"Internet",0.00575038943699611
2,"Extreme poverty",0.00462725654366144
2,"Households",0.00443333382545692
2,"Indigenous language",0.00430064264259655
2,"Population 65+",0.00315321777609717
2,"Female",0.00310357347983539
2,"Electricity",0.00298580202917875
2,"Vulnerable income",0.0028110758032602
2,"Migrants",0.00267086732147218
2,"University degree",0.00237463768364718
2,"Mean occupants",0.0023650083213467
2,"Poor housing conditions",0.00233411377681425
2,"Car",0.00207344692610683
2,"Income",0.00201194205594495
2,"Poverty",0.00200864470833484
