"Fold_ID","Feature_Label","Impact_SHAP_Value"
5,"Literacy",0.0113371960615331
5,"Population 15-39",0.0110279468686522
5,"Households",0.0101353006196925
5,"Internet",0.00965840085818021
5,"Population",0.00908347829347624
5,"Population 0-14",0.00645380807172612
5,"Electricity",0.0055164637612487
5,"Afrodescendants",0.00351795790068537
5,"Poverty",0.00338201633055442
5,"Indigenous language",0.00289768590229548
5,"Mean occupants",0.00283507394052547
5,"Migrants",0.0020962764964731
5,"Cell phone",0.00203846563990653
5,"Income",0.00186125048677394
5,"Working",0.001609910118224
5,"Vulnerable income",0.00155765861312622
5,"Population 65+",0.00149994208860851
5,"University degree",0.00132269366221496
5,"Female",0.00117162155826011
5,"Educational lag",0.00104955249633178
