"Fold_ID","Feature_Label","Impact_SHAP_Value"
2,"Spatial bias",0.0200252865994414
2,"Population",0.00782522998526402
2,"Population 15-39",0.00765923435010028
2,"Internet",0.00609740874940894
2,"Educational lag",0.00600435437098507
2,"Population 0-14",0.00565816876256817
2,"Literacy",0.00498040362599195
2,"Households",0.00462144117180372
2,"Indigenous language",0.00453882206768143
2,"Mean occupants",0.00323403965766703
2,"Female",0.0030443648731312
2,"Vulnerable income",0.00293628909724256
2,"Population 65+",0.00275290336993219
2,"Migrants",0.0024595483261399
2,"Poverty",0.00239817975490464
2,"Extreme poverty",0.00223783049794441
2,"Disability",0.00170080275830581
2,"Afrodescendants",0.00163666406484194
2,"Poor housing conditions",0.00156032882755824
2,"Income",0.00138234505239949
