"Fold_ID","Feature_Label","Impact_SHAP_Value"
4,"Internet",0.000922234413907034
4,"Income",0.000296967118389036
4,"Cell phone",0.000188917004417657
4,"University degree",0.000140662651009265
4,"Households",0.000124002693130902
4,"Extreme poverty",0.000111188963702556
4,"Car",0.000109973307231223
4,"Population 0-14",0.000104140917677519
4,"Literacy",9.68332178534346e-05
4,"Poor housing conditions",9.38214852967341e-05
4,"Electricity",8.90635108771764e-05
4,"Female",8.35254272648441e-05
4,"Population",7.3534431128944e-05
4,"Migrants",6.66683738293481e-05
4,"Disability",6.45291395174001e-05
4,"Educational lag",5.50589231338271e-05
4,"Poverty",4.05649610414632e-05
4,"Afrodescendants",3.72209375110097e-05
4,"Working",3.54812878704964e-05
4,"Mean occupants",3.44761355244138e-05
