"Fold_ID","Area_code","Feature","Feature_Label","Feature_Value","SHAP_Value"
1,1004,"P_internet","Internet",0.957099316654031,-0.00124669936485589
1,1007,"P_internet","Internet",1.08046998536179,-0.0015149429673329
1,1009,"P_internet","Internet",0.607790003737849,-0.000802750699222088
1,2001,"P_internet","Internet",2.22584955149463,-0.00512317242100835
1,2002,"P_internet","Internet",2.33704722323921,-0.00564371608197689
1,2003,"P_internet","Internet",2.1676105696965,-0.00480129988864064
1,2004,"P_internet","Internet",2.61250179842002,-0.00632652081549168
1,2005,"P_internet","Internet",2.37790805128062,-0.00515527743846178
1,3002,"P_internet","Internet",1.32966085066733,-0.00196613790467381
1,3008,"P_internet","Internet",2.00625097557915,-0.00477810716256499
1,3009,"P_internet","Internet",0.999060170598074,-0.00156492937821895
1,4002,"P_internet","Internet",1.90227200691813,-0.00288274115882814
1,4003,"P_internet","Internet",1.57798451579034,-0.00260738469660282
1,4004,"P_internet","Internet",0.0657400748888766,0.000252072524745017
1,4006,"P_internet","Internet",-0.697951715010619,0.0011410751612857
1,4007,"P_internet","Internet",-0.156110576876393,0.000489670317620039
1,4009,"P_internet","Internet",-0.224797473171058,0.000444989476818591
1,4010,"P_internet","Internet",-1.03715459928779,0.00121591531205922
1,4011,"P_internet","Internet",-0.916950659562639,0.0011285588843748
1,5001,"P_internet","Internet",-0.907673153107664,0.00105695286765695
1,5002,"P_internet","Internet",1.0605760607449,-0.00147008872590959
1,5003,"P_internet","Internet",1.29511205026629,-0.00213154102675617
1,5004,"P_internet","Internet",0.756325449836518,-0.00110880064312369
1,5006,"P_internet","Internet",0.7593780234274,-0.00107783079147339
1,5007,"P_internet","Internet",-0.059988945548378,0.000275662227068096
1,5008,"P_internet","Internet",-0.080197618103186,0.000400583405280486
1,5009,"P_internet","Internet",0.386168518752735,-0.000168880083947442
1,5010,"P_internet","Internet",1.60974697956992,-0.0025858418084681
1,5011,"P_internet","Internet",-0.706905816504946,0.00125158531591296
1,5012,"P_internet","Internet",-0.556591719981765,3.96690484194551e-05
1,5013,"P_internet","Internet",-0.647779731955548,0.00106527807656676
1,5014,"P_internet","Internet",0.528583023413871,0.000290554598905146
1,5015,"P_internet","Internet",-0.845107373287216,0.000545794027857482
1,5016,"P_internet","Internet",-0.989897587538573,0.00140122103039175
1,5017,"P_internet","Internet",0.542882630828484,-0.000298448256216943
1,5019,"P_internet","Internet",1.2702786605187,-0.00247376761399209
1,5020,"P_internet","Internet",0.852492791546071,-0.00140443444252014
