"Area_code","Area_name","Mean_devices_01_01"
19024,"General Zaragoza",22
19025,"General Zuazua",3668
19026,"Guadalupe",26259
19027,"Los Herreras",42
19028,"Higueras",23
19029,"Hualahuises",161
19030,"Iturbide",25
19031,"Juárez",17144
19032,"Lampazos de Naranjo",113
19033,"Linares",2457
19034,"Marín",173
19035,"Melchor Ocampo",15
19036,"Mier y Noriega",20
19037,"Mina",117
19038,"Montemorelos",2087
19039,"Monterrey",58799
19040,"Parás",18
19041,"Pesquería",4766
19042,"Los Ramones",143
19043,"Rayones",16
19044,"Sabinas Hidalgo",1058
19045,"Salinas Victoria",2422
19046,"San Nicolás de los Garza",18469
19047,"Hidalgo",356
19048,"Santa Catarina",12249
19049,"Santiago",1764
19050,"Vallecillo",30
19051,"Villaldama",53
20001,"Abejones",33
20002,"Acatlán de Pérez Figueroa",632
20003,"Asunción Cacalotepec",13
20004,"Asunción Cuyotepeji",10
20005,"Asunción Ixtaltepec",194
20006,"Asunción Nochixtlán",255
20007,"Asunción Ocotlán",10
20008,"Asunción Tlacolulita",5
20009,"Ayotzintepec",42
20010,"El Barrio de la Soledad",197
20011,"Calihualá",5
20012,"Candelaria Loxicha",65
20013,"Ciénega de Zimatlán",72
20014,"Ciudad Ixtepec",524
20015,"Coatecas Altas",41
20016,"Coicoyán de las Flores",73
20017,"La Compañía",13
20018,"Concepción Buenavista",1
20019,"Concepción Pápalo",9
20020,"Constancia del Rosario",26
20021,"Cosolapa",147
20022,"Cosoltepec",1
20023,"Cuilápam de Guerrero",329
20024,"Cuyamecalco Villa de Zaragoza",39
20025,"Chahuites",119
20026,"Chalcatongo de Hidalgo",183
20027,"Chiquihuitlán de Benito Juárez",3
20028,"Heroica Ciudad de Ejutla de Crespo",246
20029,"Eloxochitlán de Flores Magón",26
20030,"El Espinal",139
20031,"Tamazulápam del Espíritu Santo",156
20032,"Fresnillo de Trujano",2
20033,"Guadalupe Etla",84
20034,"Guadalupe de Ramírez",9
20035,"Guelatao de Juárez",15
20036,"Guevea de Humboldt",72
20037,"Mesones Hidalgo",30
20038,"Villa Hidalgo",103
20039,"Heroica Ciudad de Huajuapan de León",1374
20040,"Huautepec",34
20041,"Huautla de Jiménez",394
20042,"Ixtlán de Juárez",156
20043,"Juchitán de Zaragoza",1274
20044,"Loma Bonita",518
20045,"Magdalena Apasco",169
20046,"Magdalena Jaltepec",12
20047,"Santa Magdalena Jicotlán",1
20048,"Magdalena Mixtepec",3
20049,"Magdalena Ocotlán",5
20050,"Magdalena Peñasco",53
20051,"Magdalena Teitipac",9
20052,"Magdalena Tequisistlán",107
20053,"Magdalena Tlacotepec",20
20054,"Magdalena Zahuatlán",6
20055,"Mariscala de Juárez",42
20056,"Mártires de Tacubaya",10
20057,"Matías Romero Avendaño",510
20058,"Mazatlán Villa de Flores",51
20059,"Miahuatlán de Porfirio Díaz",677
20060,"Mixistlán de la Reforma",9
20061,"Monjas",8
20062,"Natividad",6
20063,"Nazareno Etla",135
20064,"Nejapa de Madero",46
20065,"Ixpantepec Nieves",6
20066,"Santiago Niltepec",35
20067,"Oaxaca de Juárez",8041
20068,"Ocotlán de Morelos",324
20069,"La Pe",11
20070,"Pinotepa de Don Luis",43
20071,"Pluma Hidalgo",11
20072,"San José del Progreso",85
20073,"Putla Villa de Guerrero",404
20074,"Santa Catarina Quioquitani",2
20075,"Reforma de Pineda",18
20076,"La Reforma",57
20077,"Reyes Etla",73
20078,"Rojas de Cuauhtémoc",14
20079,"Salina Cruz",1400
20080,"San Agustín Amatengo",24
20081,"San Agustín Atenango",6
20082,"San Agustín Chayuco",37
20083,"San Agustín de las Juntas",164
20084,"San Agustín Etla",81
20085,"San Agustín Loxicha",65
20086,"San Agustín Tlacotepec",7
20087,"San Agustín Yatareni",71
20088,"San Andrés Cabecera Nueva",167
20089,"San Andrés Dinicuiti",34
20090,"San Andrés Huaxpaltepec",26
20091,"San Andrés Huayápam",104
20092,"San Andrés Ixtlahuaca",11
20093,"San Andrés Lagunas",4
20094,"San Andrés Nuxiño",30
20095,"San Andrés Paxtlán",16
20096,"San Andrés Sinaxtla",7
20097,"San Andrés Solaga",11
20098,"San Andrés Teotilálpam",14
20099,"San Andrés Tepetlapa",4
20100,"San Andrés Yaá",2
20101,"San Andrés Zabache",4
20102,"San Andrés Zautla",156
20103,"San Antonino Castillo Velasco",113
20104,"San Antonino el Alto",41
20105,"San Antonino Monte Verde",122
20106,"San Antonio Acutla",4
20107,"San Antonio de la Cal",426
20108,"San Antonio Huitepec",229
20109,"San Antonio Nanahuatípam",10
20110,"San Antonio Sinicahua",5
20111,"San Antonio Tepetlapa",57
20112,"San Baltazar Chichicápam",28
20113,"San Baltazar Loxicha",11
20114,"San Baltazar Yatzachi el Bajo",1
20115,"San Bartolo Coyotepec",247
20116,"San Bartolomé Ayautla",22
20117,"San Bartolomé Loxicha",11
20118,"San Bartolomé Quialana",31
20119,"San Bartolomé Yucuañe",3
20120,"San Bartolomé Zoogocho",4
20121,"San Bartolo Soyaltepec",2
20122,"San Bartolo Yautepec",4
20123,"San Bernardo Mixtepec",83
20124,"San Blas Atempa",110
20125,"San Carlos Yautepec",50
20126,"San Cristóbal Amatlán",17
20127,"San Cristóbal Amoltepec",1
20128,"San Cristóbal Lachirioag",74
20129,"San Cristóbal Suchixtlahuaca",4
20130,"San Dionisio del Mar",33
20131,"San Dionisio Ocotepec",62
20132,"San Dionisio Ocotlán",7
20133,"San Esteban Atatlahuca",80
20134,"San Felipe Jalapa de Díaz",108
20135,"San Felipe Tejalápam",154
20136,"San Felipe Usila",83
20137,"San Francisco Cahuacuá",91
20138,"San Francisco Cajonos",2
20139,"San Francisco Chapulapa",194
20140,"San Francisco Chindúa",1
20141,"San Francisco del Mar",35
20142,"San Francisco Huehuetlán",3
20143,"San Francisco Ixhuatán",82
20144,"San Francisco Jaltepetongo",2
20145,"San Francisco Lachigoló",81
20146,"San Francisco Logueche",19
20147,"San Francisco Nuxaño",3
20148,"San Francisco Ozolotepec",32
20149,"San Francisco Sola",21
20150,"San Francisco Telixtlahuaca",251
20151,"San Francisco Teopan",2
20152,"San Francisco Tlapancingo",34
20153,"San Gabriel Mixtepec",70
20154,"San Ildefonso Amatlán",3
20155,"San Ildefonso Sola",27
20156,"San Ildefonso Villa Alta",51
20157,"San Jacinto Amilpas",404
20158,"San Jacinto Tlacotepec",38
20159,"San Jerónimo Coatlán",31
20160,"San Jerónimo Silacayoapilla",10
20161,"San Jerónimo Sosola",22
20162,"San Jerónimo Taviche",48
20163,"San Jerónimo Tecóatl",10
20164,"San Jorge Nuchita",8
20165,"San José Ayuquila",26
20166,"San José Chiltepec",163
20167,"San José del Peñasco",6
20168,"San José Estancia Grande",5
20169,"San José Independencia",61
20170,"San José Lachiguiri",56
20171,"San José Tenango",154
20172,"San Juan Achiutla",5
20173,"San Juan Atepec",39
20174,"Ánimas Trujano",98
20175,"San Juan Bautista Atatlahuca",36
20176,"San Juan Bautista Coixtlahuaca",22
20177,"San Juan Bautista Cuicatlán",123
20178,"San Juan Bautista Guelache",104
20179,"San Juan Bautista Jayacatlán",44
20180,"San Juan Bautista Lo de Soto",22
20181,"San Juan Bautista Suchitepec",2
20182,"San Juan Bautista Tlacoatzintepec",10
20183,"San Juan Bautista Tlachichilco",18
20184,"San Juan Bautista Tuxtepec",2572
20185,"San Juan Cacahuatepec",85
20186,"San Juan Cieneguilla",6
20187,"San Juan Coatzóspam",13
20188,"San Juan Colorado",90
20189,"San Juan Comaltepec",17
20190,"San Juan Cotzocón",218
20191,"San Juan Chicomezúchil",1
20192,"San Juan Chilateca",26
20193,"San Juan del Estado",34
20194,"San Juan del Río",5
20195,"San Juan Diuxi",5
20196,"San Juan Evangelista Analco",4
20197,"San Juan Guelavía",47
20198,"San Juan Guichicovi",256
20199,"San Juan Ihualtepec",10
20200,"San Juan Juquila Mixes",35
20201,"San Juan Juquila Vijanos",14
20202,"San Juan Lachao",109
20203,"San Juan Lachigalla",14
20204,"San Juan Lajarcia",4
20205,"San Juan Lalana",178
20206,"San Juan de los Cués",29
20207,"San Juan Mazatlán",177
20208,"San Juan Mixtepec",26
20209,"San Juan Mixtepec",1
20210,"San Juan Ñumí",241
20211,"San Juan Ozolotepec",12
20212,"San Juan Petlapa",10
20213,"San Juan Quiahije",26
20214,"San Juan Quiotepec",15
20215,"San Juan Sayultepec",5
20216,"San Juan Tabaá",6
20217,"San Juan Tamazola",37
20218,"San Juan Teita",1
20219,"San Juan Teitipac",78
20220,"San Juan Tepeuxila",15
20221,"San Juan Teposcolula",6
20222,"San Juan Yaeé",5
20223,"San Juan Yatzona",3
20224,"San Juan Yucuita",2
20225,"San Lorenzo",31
20226,"San Lorenzo Albarradas",17
20227,"San Lorenzo Cacaotepec",401
20228,"San Lorenzo Cuaunecuiltitla",3
20229,"San Lorenzo Texmelúcan",30
20230,"San Lorenzo Victoria",6
20231,"San Lucas Camotlán",6
20232,"San Lucas Ojitlán",59
20233,"San Lucas Quiaviní",5
20234,"San Lucas Zoquiápam",14
20235,"San Luis Amatlán",126
20236,"San Marcial Ozolotepec",2
20237,"San Marcos Arteaga",25
20238,"San Martín de los Cansecos",4
20239,"San Martín Huamelúlpam",8
20240,"San Martín Itunyoso",27
20241,"San Martín Lachilá",6
20242,"San Martín Peras",29
20243,"San Martín Tilcajete",43
20244,"San Martín Toxpalan",51
20245,"San Martín Zacatepec",7
20246,"San Mateo Cajonos",6
20247,"Capulálpam de Méndez",81
20248,"San Mateo del Mar",185
20249,"San Mateo Yoloxochitlán",18
20250,"San Mateo Etlatongo",4
20251,"San Mateo Nejápam",24
20252,"San Mateo Peñasco",6
20253,"San Mateo Piñas",14
20254,"San Mateo Río Hondo",32
20255,"San Mateo Sindihui",25
20256,"San Mateo Tlapiltepec",1
20257,"San Melchor Betaza",8
20258,"San Miguel Achiutla",1
20259,"San Miguel Ahuehuetitlán",21
20260,"San Miguel Aloápam",56
20261,"San Miguel Amatitlán",37
20262,"San Miguel Amatlán",4
20263,"San Miguel Coatlán",11
20264,"San Miguel Chicahua",50
20265,"San Miguel Chimalapa",50
20266,"San Miguel del Puerto",31
20267,"San Miguel del Río",1
20268,"San Miguel Ejutla",14
20269,"San Miguel el Grande",32
20270,"San Miguel Huautla",2
20271,"San Miguel Mixtepec",44
20272,"San Miguel Panixtlahuaca",91
20273,"San Miguel Peras",158
20274,"San Miguel Piedras",13
20275,"San Miguel Quetzaltepec",43
20276,"San Miguel Santa Flor",3
20277,"Villa Sola de Vega",113
20278,"San Miguel Soyaltepec",280
20279,"San Miguel Suchixtepec",64
20280,"Villa Talea de Castro",28
20281,"San Miguel Tecomatlán",2
20282,"San Miguel Tenango",3
20283,"San Miguel Tequixtepec",3
20284,"San Miguel Tilquiápam",12
20285,"San Miguel Tlacamama",22
20286,"San Miguel Tlacotepec",26
20288,"San Miguel Yotao",1
20289,"San Nicolás",48
20290,"San Nicolás Hidalgo",5
20291,"San Pablo Coatlán",12
20292,"San Pablo Cuatro Venados",7
20293,"San Pablo Etla",299
20294,"San Pablo Huitzo",94
20295,"San Pablo Huixtepec",227
20296,"San Pablo Macuiltianguis",3
20297,"San Pablo Tijaltepec",74
20298,"San Pablo Villa de Mitla",108
20299,"San Pablo Yaganiza",26
20300,"San Pedro Amuzgos",27
20301,"San Pedro Apóstol",13
20302,"San Pedro Atoyac",36
20303,"San Pedro Cajonos",22
20305,"San Pedro Comitancillo",87
20306,"San Pedro el Alto",15
20307,"San Pedro Huamelula",46
20308,"San Pedro Huilotepec",27
20309,"San Pedro Ixcatlán",31
20310,"San Pedro Ixtlahuaca",117
20311,"San Pedro Jaltepetongo",2
20312,"San Pedro Jicayán",21
20313,"San Pedro Jocotipac",3
20314,"San Pedro Juchatengo",11
20315,"San Pedro Mártir",8
20316,"San Pedro Mártir Quiechapa",3
20317,"San Pedro Mártir Yucuxaco",50
20318,"San Pedro Mixtepec",1013
20319,"San Pedro Mixtepec",4
20320,"San Pedro Molinos",27
20321,"San Pedro Nopala",4
20322,"San Pedro Ocopetatillo",3
20323,"San Pedro Ocotepec",9
20324,"San Pedro Pochutla",573
20325,"San Pedro Quiatoni",65
20326,"San Pedro Sochiápam",35
20327,"San Pedro Tapanatepec",121
20328,"San Pedro Taviche",10
20329,"San Pedro Teozacoalco",4
20330,"San Pedro Teutila",32
20331,"San Pedro Tidaá",3
20332,"San Pedro Topiltepec",2
20333,"San Pedro Totolápam",76
20334,"Villa de Tututepec",447
20335,"San Pedro Yaneri",4
20336,"San Pedro Yólox",8
20337,"San Pedro y San Pablo Ayutla",29
20338,"Villa de Etla",243
20339,"San Pedro y San Pablo Teposcolula",71
20340,"San Pedro y San Pablo Tequixtepec",2
20341,"San Pedro Yucunama",2
20342,"San Raymundo Jalpan",81
20343,"San Sebastián Abasolo",23
20344,"San Sebastián Coatlán",8
20345,"San Sebastián Ixcapa",39
20346,"San Sebastián Nicananduta",13
20347,"San Sebastián Río Hondo",63
20348,"San Sebastián Tecomaxtlahuaca",60
20349,"San Sebastián Teitipac",62
20350,"San Sebastián Tutla",352
20351,"San Simón Almolongas",66
20352,"San Simón Zahuatlán",14
20353,"Santa Ana",18
20354,"Santa Ana Ateixtlahuaca",20
20355,"Santa Ana Cuauhtémoc",3
20356,"Santa Ana del Valle",38
20357,"Santa Ana Tavela",4
20358,"Santa Ana Tlapacoyan",22
20359,"Santa Ana Yareni",1
20360,"Santa Ana Zegache",266
20361,"Santa Catalina Quierí",9
20362,"Santa Catarina Cuixtla",7
20363,"Santa Catarina Ixtepeji",22
20364,"Santa Catarina Juquila",243
20365,"Santa Catarina Lachatao",11
20366,"Santa Catarina Loxicha",16
20367,"Santa Catarina Mechoacán",10
20368,"Santa Catarina Minas",19
20369,"Santa Catarina Quiané",43
20370,"Santa Catarina Tayata",2
20371,"Santa Catarina Ticuá",18
20372,"Santa Catarina Yosonotú",28
20373,"Santa Catarina Zapoquila",68
20374,"Santa Cruz Acatepec",24
20375,"Santa Cruz Amilpas",200
20376,"Santa Cruz de Bravo",1
20377,"Santa Cruz Itundujia",115
20378,"Santa Cruz Mixtepec",22
20379,"Santa Cruz Nundaco",25
20380,"Santa Cruz Papalutla",19
20381,"Santa Cruz Tacache de Mina",9
20382,"Santa Cruz Tacahua",16
20383,"Santa Cruz Tayata",1
20384,"Santa Cruz Xitla",34
20385,"Santa Cruz Xoxocotlán",2274
20386,"Santa Cruz Zenzontepec",168
20387,"Santa Gertrudis",40
20388,"Santa Inés del Monte",7
20389,"Santa Inés Yatzeche",2
20390,"Santa Lucía del Camino",1279
20391,"Santa Lucía Miahuatlán",13
20392,"Santa Lucía Monteverde",41
20393,"Santa Lucía Ocotlán",110
20394,"Santa María Alotepec",32
20395,"Santa María Apazco",2
20396,"Santa María la Asunción",54
20397,"Heroica Ciudad de Tlaxiaco",605
20398,"Ayoquezco de Aldama",43
20399,"Santa María Atzompa",805
20400,"Santa María Camotlán",6
20401,"Santa María Colotepec",693
20402,"Santa María Cortijo",9
20403,"Santa María Coyotepec",118
20404,"Santa María Chachoápam",3
20405,"Villa de Chilapa de Díaz",16
20406,"Santa María Chilchotla",162
20407,"Santa María Chimalapa",66
20408,"Santa María del Rosario",4
20409,"Santa María del Tule",204
20410,"Santa María Ecatepec",33
20411,"Santa María Guelacé",6
20412,"Santa María Guienagati",11
20413,"Santa María Huatulco",1176
20414,"Santa María Huazolotitlán",84
20415,"Santa María Ipalapa",30
20416,"Santa María Ixcatlán",3
20417,"Santa María Jacatepec",141
20418,"Santa María Jalapa del Marqués",172
20419,"Santa María Jaltianguis",5
20420,"Santa María Lachixío",4
20421,"Santa María Mixtequilla",63
20422,"Santa María Nativitas",1
20423,"Santa María Nduayaco",19
20424,"Santa María Ozolotepec",68
20425,"Santa María Pápalo",5
20426,"Santa María Peñoles",68
20427,"Santa María Petapa",112
20428,"Santa María Quiegolani",7
20429,"Santa María Sola",29
20430,"Santa María Tataltepec",7
20431,"Santa María Tecomavaca",22
20432,"Santa María Temaxcalapa",12
20433,"Santa María Temaxcaltepec",45
20434,"Santa María Teopoxco",18
20435,"Santa María Tepantlali",10
20436,"Santa María Texcatitlán",4
20437,"Santa María Tlahuitoltepec",45
20438,"Santa María Tlalixtac",9
20439,"Santa María Tonameca",344
20440,"Santa María Totolapilla",3
20441,"Santa María Xadani",118
20442,"Santa María Yalina",2
20443,"Santa María Yavesía",3
20444,"Santa María Yolotepec",4
20445,"Santa María Yosoyúa",12
20446,"Santa María Yucuhiti",53
20447,"Santa María Zacatepec",174
20448,"Santa María Zaniza",53
20449,"Santa María Zoquitlán",133
20450,"Santiago Amoltepec",56
20451,"Santiago Apoala",2
20452,"Santiago Apóstol",20
20453,"Santiago Astata",8
20454,"Santiago Atitlán",10
20455,"Santiago Ayuquililla",21
20456,"Santiago Cacaloxtepec",26
20457,"Santiago Camotlán",20
20458,"Santiago Comaltepec",2
20459,"Villa de Santiago Chazumba",50
20460,"Santiago Choápam",31
20461,"Santiago del Río",9
20462,"Santiago Huajolotitlán",47
20463,"Santiago Huauclilla",18
20464,"Santiago Ihuitlán Plumas",3
20465,"Santiago Ixcuintepec",5
20466,"Santiago Ixtayutla",97
20467,"Santiago Jamiltepec",155
20468,"Santiago Jocotepec",106
20469,"Santiago Juxtlahuaca",316
20470,"Santiago Lachiguiri",118
20471,"Santiago Lalopa",3
20472,"Santiago Laollaga",39
20473,"Santiago Laxopa",93
20474,"Santiago Llano Grande",29
20475,"Santiago Matatlán",193
20476,"Santiago Miltepec",19
20477,"Santiago Minas",39
20478,"Santiago Nacaltepec",6
20480,"Santiago Nundiche",2
20481,"Santiago Nuyoó",20
20482,"Santiago Pinotepa Nacional",580
20483,"Santiago Suchilquitongo",221
20484,"Santiago Tamazola",21
20485,"Santiago Tapextla",11
20486,"Villa Tejúpam de la Unión",31
20487,"Santiago Tenango",11
20488,"Santiago Tepetlapa",2
20489,"Santiago Tetepec",132
20490,"Santiago Texcalcingo",47
20491,"Santiago Textitlán",22
20492,"Santiago Tilantongo",31
20493,"Santiago Tillo",4
20494,"Santiago Tlazoyaltepec",55
20495,"Santiago Xanica",7
20496,"Santiago Xiacuí",46
20497,"Santiago Yaitepec",51
20498,"Santiago Yaveo",138
20499,"Santiago Yolomécatl",42
20500,"Santiago Yosondúa",172
20501,"Santiago Yucuyachi",6
20502,"Santiago Zacatepec",26
20503,"Santiago Zoochila",32
20504,"Nuevo Zoquiápam",3
20505,"Santo Domingo Ingenio",147
20506,"Santo Domingo Albarradas",2
20507,"Santo Domingo Armenta",16
20508,"Santo Domingo Chihuitán",30
20509,"Santo Domingo de Morelos",82
20510,"Santo Domingo Ixcatlán",4
20511,"Santo Domingo Nuxaá",11
20512,"Santo Domingo Ozolotepec",7
20513,"Santo Domingo Petapa",59
20514,"Santo Domingo Roayaga",3
20515,"Santo Domingo Tehuantepec",730
20516,"Santo Domingo Teojomulco",34
20517,"Santo Domingo Tepuxtepec",75
20518,"Santo Domingo Tlatayápam",1
20519,"Santo Domingo Tomaltepec",75
20520,"Santo Domingo Tonalá",36
20521,"Santo Domingo Tonaltepec",1
20522,"Santo Domingo Xagacía",11
20523,"Santo Domingo Yanhuitlán",14
20524,"Santo Domingo Yodohino",4
20525,"Santo Domingo Zanatepec",76
20526,"Santos Reyes Nopala",212
20527,"Santos Reyes Pápalo",13
20528,"Santos Reyes Tepejillo",6
20529,"Santos Reyes Yucuná",9
20530,"Santo Tomás Jalieza",132
20531,"Santo Tomás Mazaltepec",45
20532,"Santo Tomás Ocotepec",11
20533,"Santo Tomás Tamazulapan",54
20534,"San Vicente Coatlán",7
20535,"San Vicente Lachixío",15
20536,"San Vicente Nuñú",1
20537,"Silacayoápam",37
20538,"Sitio de Xitlapehua",2
20539,"Soledad Etla",165
20540,"Villa de Tamazulápam del Progreso",87
20541,"Tanetze de Zaragoza",10
20542,"Taniche",2
20543,"Tataltepec de Valdés",51
20544,"Teococuilco de Marcos Pérez",16
20545,"Teotitlán de Flores Magón",210
20546,"Teotitlán del Valle",82
20547,"Teotongo",10
20548,"Tepelmeme Villa de Morelos",27
20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",72
20550,"San Jerónimo Tlacochahuaya",151
20551,"Tlacolula de Matamoros",822
20552,"Tlacotepec Plumas",1
20553,"Tlalixtac de Cabrera",204
20554,"Totontepec Villa de Morelos",45
20555,"Trinidad Zaachila",64
20557,"Unión Hidalgo",191
20558,"Valerio Trujano",8
20559,"San Juan Bautista Valle Nacional",192
20560,"Villa Díaz Ordaz",82
20561,"Yaxe",17
20562,"Magdalena Yodocono de Porfirio Díaz",12
20563,"Yogana",17
20564,"Yutanduchi de Guerrero",2
20565,"Villa de Zaachila",522
20566,"San Mateo Yucutindoo",49
20567,"Zapotitlán Lagunas",27
20568,"Zapotitlán Palmas",41
20569,"Santa Inés de Zaragoza",8
20570,"Zimatlán de Álvarez",333
21001,"Acajete",878
21002,"Acateno",68
21003,"Acatlán",665
21004,"Acatzingo",634
21005,"Acteopan",17
21006,"Ahuacatlán",102
21007,"Ahuatlán",9
21008,"Ahuazotepec",187
21009,"Ahuehuetitla",13
21010,"Ajalpan",689
21011,"Albino Zertuche",7
21012,"Aljojuca",196
21013,"Altepexi",330
21014,"Amixtlán",17
21015,"Amozoc",2504
21016,"Aquixtla",71
21017,"Atempan",192
21018,"Atexcal",30
21019,"Atlixco",3346
21020,"Atoyatempan",118
21021,"Atzala",21
21022,"Atzitzihuacán",116
21023,"Atzitzintla",28
21024,"Axutla",10
21025,"Ayotoxco de Guerrero",58
21026,"Calpan",188
21027,"Caltepec",57
21028,"Camocuautla",6
21029,"Caxhuacan",34
21030,"Coatepec",4
21031,"Coatzingo",12
21032,"Cohetzala",12
21033,"Cohuecan",47
21034,"Coronango",965
21035,"Coxcatlán",334
21036,"Coyomeapan",44
21037,"Coyotepec",25
21038,"Cuapiaxtla de Madero",156
21039,"Cuautempan",107
21040,"Cuautinchán",157
21041,"Cuautlancingo",3979
21042,"Cuayuca de Andrade",20
21043,"Cuetzalan del Progreso",398
21044,"Cuyoaco",231
21045,"Chalchicomula de Sesma",676
21046,"Chapulco",146
21047,"Chiautla",483
21048,"Chiautzingo",406
21049,"Chiconcuautla",55
21050,"Chichiquila",81
21051,"Chietla",517
21052,"Chigmecatitlán",12
21053,"Chignahuapan",1180
21054,"Chignautla",326
21055,"Chila",30
21056,"Chila de la Sal",9
21057,"Honey",148
21058,"Chilchotla",187
21059,"Chinantla",78
21060,"Domingo Arenas",111
21061,"Eloxochitlán",103
21062,"Epatlán",33
21063,"Esperanza",234
21064,"Francisco Z. Mena",187
21065,"General Felipe Ángeles",154
21066,"Guadalupe",39
21067,"Guadalupe Victoria",176
21068,"Hermenegildo Galeana",34
21069,"Huaquechula",302
21070,"Huatlatlauca",19
21071,"Huauchinango",1832
21072,"Huehuetla",159
21073,"Huehuetlán el Chico",106
21074,"Huejotzingo",2009
21075,"Hueyapan",49
21076,"Hueytamalco",350
21077,"Hueytlalpan",11
21078,"Huitzilan de Serdán",136
21079,"Huitziltepec",97
21080,"Atlequizayan",23
21081,"Ixcamilpa de Guerrero",141
21082,"Ixcaquixtla",96
21083,"Ixtacamaxtitlán",627
21084,"Ixtepec",18
21085,"Izúcar de Matamoros",1123
21086,"Jalpan",224
21087,"Jolalpan",145
21088,"Jonotla",28
21089,"Jopala",105
21090,"Juan C. Bonilla",417
21091,"Juan Galindo",234
21092,"Juan N. Méndez",52
21093,"Lafragua",40
21094,"Libres",470
21095,"La Magdalena Tlatlauquitepec",8
21096,"Mazapiltepec de Juárez",22
21097,"Mixtla",56
21098,"Molcaxac",214
21099,"Cañada Morelos",212
21100,"Naupan",48
21101,"Nauzontla",21
21102,"Nealtican",121
21103,"Nicolás Bravo",103
21104,"Nopalucan",373
21105,"Ocotepec",38
21106,"Ocoyucan",947
21107,"Olintla",32
21108,"Oriental",356
21109,"Pahuatlán",100
21110,"Palmar de Bravo",559
21111,"Pantepec",153
21112,"Petlalcingo",71
21113,"Piaxtla",88
21114,"Puebla",64086
21115,"Quecholac",563
21116,"Quimixtlán",208
21117,"Rafael Lara Grajales",298
21118,"Los Reyes de Juárez",341
21119,"San Andrés Cholula",5992
21120,"San Antonio Cañada",59
21121,"San Diego la Mesa Tochimiltzingo",13
21122,"San Felipe Teotlalcingo",126
21123,"San Felipe Tepatlán",6
21124,"San Gabriel Chilac",230
21125,"San Gregorio Atzompa",235
21126,"San Jerónimo Tecuanipan",152
21127,"San Jerónimo Xayacatlán",67
21128,"San José Chiapa",220
21129,"San José Miahuatlán",199
21130,"San Juan Atenco",25
21131,"San Juan Atzompa",8
21132,"San Martín Texmelucan",3395
21133,"San Martín Totoltepec",6
21134,"San Matías Tlalancaleca",282
21135,"San Miguel Ixitlán",1
21136,"San Miguel Xoxtla",348
21137,"San Nicolás Buenos Aires",104
21138,"San Nicolás de los Ranchos",103
21139,"San Pablo Anicano",62
21140,"San Pedro Cholula",4234
21141,"San Pedro Yeloixtlahuaca",14
21142,"San Salvador el Seco",470
21143,"San Salvador el Verde",426
21144,"San Salvador Huixcolotla",257
21145,"San Sebastián Tlacotepec",84
21146,"Santa Catarina Tlaltempan",51
21147,"Santa Inés Ahuatempan",117
21148,"Santa Isabel Cholula",91
21149,"Santiago Miahuatlán",349
21150,"Huehuetlán el Grande",42
21151,"Santo Tomás Hueyotlipan",127
21152,"Soltepec",75
21153,"Tecali de Herrera",284
21154,"Tecamachalco",1326
21155,"Tecomatlán",73
21156,"Tehuacán",7145
21157,"Tehuitzingo",118
21158,"Tenampulco",43
21159,"Teopantlán",18
21160,"Teotlalco",39
21161,"Tepanco de López",394
21162,"Tepango de Rodríguez",18
21163,"Tepatlaxco de Hidalgo",172
21164,"Tepeaca",1314
21165,"Tepemaxalco",4
21166,"Tepeojuma",113
21167,"Tepetzintla",65
21168,"Tepexco",42
21169,"Tepexi de Rodríguez",407
21170,"Tepeyahualco",241
21171,"Tepeyahualco de Cuauhtémoc",116
21172,"Tetela de Ocampo",366
21173,"Teteles de Ávila Castillo",120
21174,"Teziutlán",1815
21175,"Tianguismanalco",178
21176,"Tilapa",140
21177,"Tlacotepec de Benito Juárez",628
21178,"Tlacuilotepec",94
21179,"Tlachichuca",305
21180,"Tlahuapan",782
21181,"Tlaltenango",74
21182,"Tlanepantla",53
21183,"Tlaola",140
21184,"Tlapacoya",58
21185,"Tlapanalá",93
21186,"Tlatlauquitepec",711
21187,"Tlaxco",100
21188,"Tochimilco",84
21189,"Tochtepec",489
21190,"Totoltepec de Guerrero",49
21191,"Tulcingo",215
21192,"Tuzamapan de Galeana",150
21193,"Tzicatlacoyan",110
21194,"Venustiano Carranza",391
21195,"Vicente Guerrero",329
21196,"Xayacatlán de Bravo",24
21197,"Xicotepec",1107
21198,"Xicotlán",29
21199,"Xiutetelco",397
21200,"Xochiapulco",23
21201,"Xochiltepec",34
21202,"Xochitlán de Vicente Suárez",65
21203,"Xochitlán Todos Santos",67
21204,"Yaonáhuac",54
21205,"Yehualtepec",266
21206,"Zacapala",85
21207,"Zacapoaxtla",630
21208,"Zacatlán",1289
21209,"Zapotitlán",255
21210,"Zapotitlán de Méndez",55
21211,"Zaragoza",239
21212,"Zautla",121
21213,"Zihuateutla",174
21214,"Zinacatepec",282
21215,"Zongozotla",25
21216,"Zoquiapan",6
21217,"Zoquitlán",77
22001,"Amealco de Bonfil",536
22002,"Pinal de Amoles",274
22003,"Arroyo Seco",497
22004,"Cadereyta de Montes",1173
22005,"Colón",1434
22006,"Corregidora",7510
22007,"Ezequiel Montes",807
22008,"Huimilpan",821
22009,"Jalpan de Serra",386
22010,"Landa de Matamoros",262
22011,"El Marqués",7220
