"Fold_ID","Area_code","Feature","Plot_label","SHAP_Value"
2,1001,"P_age_00_14","Population 0-14",3.35955337504856e-05
2,1001,"P_migrants","Migrants",0.000126425933558494
2,1001,"P_university_studies","University degree",-0.000292025943053886
2,1001,"P_read_write","Literacy",-0.000310237664962187
2,1001,"P_cell_phone","Cell phone",-5.75775666220579e-05
2,1001,"P_internet","Internet",-0.00339797511696815
2,1001,"Current_income","Income",-0.00163276051171124
2,1002,"P_age_00_14","Population 0-14",0.000188158388482407
2,1002,"P_migrants","Migrants",-1.99781916307984e-05
2,1002,"P_university_studies","University degree",0.000102470061392523
2,1002,"P_read_write","Literacy",-0.000184614531463012
2,1002,"P_cell_phone","Cell phone",-3.42059684044216e-05
2,1002,"P_internet","Internet",-0.000212715822272003
2,1002,"Current_income","Income",-0.000110693967144471
2,1003,"P_age_00_14","Population 0-14",5.53670033696108e-05
2,1003,"P_migrants","Migrants",-0.000127145467558876
2,1003,"P_university_studies","University degree",0.000117398332804441
2,1003,"P_read_write","Literacy",-8.65994443302043e-05
2,1003,"P_cell_phone","Cell phone",-0.000231746336794458
2,1003,"P_internet","Internet",-0.000997460563667119
2,1003,"Current_income","Income",-0.000333730800775811
2,1005,"P_age_00_14","Population 0-14",0.000277275161352009
2,1005,"P_migrants","Migrants",7.35475332476199e-05
2,1005,"P_university_studies","University degree",-0.000321815867209807
2,1005,"P_read_write","Literacy",-0.000172835003468208
2,1005,"P_cell_phone","Cell phone",-0.000206449098186567
2,1005,"P_internet","Internet",-0.00194858782924712
2,1005,"Current_income","Income",-0.000556168495677412
2,1006,"P_age_00_14","Population 0-14",0.000301237188978121
2,1006,"P_migrants","Migrants",4.86201715830248e-05
2,1006,"P_university_studies","University degree",-0.000191702361917123
2,1006,"P_read_write","Literacy",-0.000150683190440759
2,1006,"P_cell_phone","Cell phone",-0.000506653217598796
2,1006,"P_internet","Internet",-0.00181817205157131
2,1006,"Current_income","Income",-3.14352764689829e-05
2,1008,"P_age_00_14","Population 0-14",0.000333994743414223
2,1008,"P_migrants","Migrants",2.72738670901163e-05
2,1008,"P_university_studies","University degree",1.50247078636312e-05
2,1008,"P_read_write","Literacy",-0.000187602461664937
2,1008,"P_cell_phone","Cell phone",-0.00021574339189101
2,1008,"P_internet","Internet",0.000428920378908515
2,1008,"Current_income","Income",-3.90139139199164e-05
2,1010,"P_age_00_14","Population 0-14",0.000175610955921002
2,1010,"P_migrants","Migrants",3.52000279235654e-05
2,1010,"P_university_studies","University degree",9.51115289353766e-05
2,1010,"P_read_write","Literacy",-0.00013818297884427
2,1010,"P_cell_phone","Cell phone",-5.10064000991406e-06
2,1010,"P_internet","Internet",0.000542642432264984
2,1010,"Current_income","Income",-7.20813040970825e-05
2,1011,"P_age_00_14","Population 0-14",0.000374590861611068
2,1011,"P_migrants","Migrants",6.06311077717692e-05
2,1011,"P_university_studies","University degree",7.04830381437205e-05
2,1011,"P_read_write","Literacy",-0.000160587529535405
2,1011,"P_cell_phone","Cell phone",-0.000422829878516495
2,1011,"P_internet","Internet",-0.00141002761665732
2,1011,"Current_income","Income",-0.000360706937499344
