"Fold_ID","Feature_Label","Impact_SHAP_Value"
5,"Internet",0.000711938895075522
5,"Income",0.000458798864534518
5,"Spatial bias",0.000312745933931745
5,"Cell phone",0.000170892500946016
5,"University degree",0.000128911124807229
5,"Migrants",0.000119923459427591
5,"Female",7.38559507745548e-05
5,"Disability",7.25222341037964e-05
5,"Population",6.70112868715812e-05
5,"Poverty",6.17632039374966e-05
5,"Educational lag",5.94017580348619e-05
5,"Car",5.7609030427273e-05
5,"Households",5.51617444977984e-05
5,"Population 0-14",5.37820122488125e-05
5,"Extreme poverty",4.65910395746578e-05
5,"Population 15-39",4.40416467082554e-05
5,"Literacy",4.34372695764623e-05
5,"Electricity",4.29979970398492e-05
5,"Afrodescendants",3.69122026742704e-05
5,"Vulnerable income",2.93307655612219e-05
