"Fold_ID","Feature_Label","Impact_SHAP_Value"
1,"Internet",0.00113812944392128
1,"Spatial bias",0.000312769746325459
1,"Cell phone",0.000260023006106384
1,"Income",0.000135273115203578
1,"University degree",0.000131654623546043
1,"Car",9.40030320494727e-05
1,"Literacy",6.54885898752995e-05
1,"Households",6.53996543402128e-05
1,"Migrants",6.44007736931504e-05
1,"Extreme poverty",6.1658772813948e-05
1,"Population 0-14",6.14350422408127e-05
1,"Population",4.93923293078271e-05
1,"Female",4.85655184853199e-05
1,"Disability",4.64719667670527e-05
1,"Electricity",4.30593876857314e-05
1,"Mean occupants",4.17592887547226e-05
1,"Population 15-39",4.07983618578876e-05
1,"Educational lag",3.82894737008757e-05
1,"Afrodescendants",3.76475532762009e-05
1,"Vulnerable income",3.38747322561775e-05
