"Fold_ID","Feature_Label","Impact_SHAP_Value"
1,"Internet",0.000900949853371871
1,"Income",0.000232956941580757
1,"Cell phone",0.000193497272751764
1,"University degree",0.000136758977112508
1,"Car",0.000114391461538762
1,"Population 0-14",0.00010753131865039
1,"Educational lag",0.00010505800763214
1,"Households",9.89449694097757e-05
1,"Extreme poverty",9.11066818405715e-05
1,"Migrants",8.998251048366e-05
1,"Population 15-39",8.53063321017525e-05
1,"Literacy",7.59457933516233e-05
1,"Disability",7.47435303378939e-05
1,"Population",6.71677728415561e-05
1,"Mean occupants",6.38827596724409e-05
1,"Electricity",6.20134496243581e-05
1,"Female",6.11191690535713e-05
1,"Poverty",4.6957704786579e-05
1,"Poor housing conditions",4.59413399322176e-05
1,"Vulnerable income",4.58683331875549e-05
