"Fold_ID","Feature_Label","Impact_SHAP_Value"
4,"Internet",0.00127211482689974
4,"Income",0.000194939709628227
4,"Cell phone",0.000153828199301418
4,"Car",0.000126125162629704
4,"Extreme poverty",9.69754899450564e-05
4,"Households",9.50771115470159e-05
4,"University degree",9.47176040021658e-05
4,"Population 0-14",9.35449614974743e-05
4,"Literacy",7.57118143570416e-05
4,"Population",7.3843797755599e-05
4,"Migrants",6.61447255912299e-05
4,"Electricity",6.49200336303748e-05
4,"Female",6.08277600958069e-05
4,"Disability",5.97947909131692e-05
4,"Poverty",4.9436840004229e-05
4,"Educational lag",4.3372043283636e-05
4,"Mean occupants",4.19893937246187e-05
4,"Working",3.90087168970016e-05
4,"Afrodescendants",3.54598254839606e-05
4,"Poor housing conditions",3.5287513617308e-05
