"Fold_ID","Feature_Label","Impact_SHAP_Value"
2,"Spatial bias",0.0189886119384685
2,"Population",0.0076754598831997
2,"Population 15-39",0.00715218357049772
2,"Literacy",0.00660793616806571
2,"Population 0-14",0.00657539330385162
2,"Educational lag",0.00504674394301219
2,"Internet",0.00503644694694556
2,"Households",0.00434289082710746
2,"Indigenous language",0.0039810717537619
2,"Female",0.00364264983898011
2,"Vulnerable income",0.00319897505307181
2,"Population 65+",0.00267227099543349
2,"Extreme poverty",0.00261185582491145
2,"Mean occupants",0.00254802522134388
2,"Poverty",0.00236196254854804
2,"Poor housing conditions",0.00226075784111779
2,"Income",0.0019293889698936
2,"Migrants",0.00186206887281895
2,"Afrodescendants",0.0018537954110316
2,"Cell phone",0.00166068523477255
