"Fold_ID","Feature_Label","Impact_SHAP_Value"
1,"Spatial bias",0.0144059424317189
1,"Population 0-14",0.00854049975608454
1,"Internet",0.0080538770875757
1,"Households",0.00650665402321161
1,"Educational lag",0.00587692458743209
1,"Population 15-39",0.00525960535930931
1,"Literacy",0.00489372810599392
1,"Population",0.0043884914952859
1,"Income",0.00377505279602218
1,"Poverty",0.00358838719326662
1,"Cell phone",0.00277197146983284
1,"Mean occupants",0.00272701367692038
1,"Migrants",0.00261887706830156
1,"Indigenous language",0.00247802670692388
1,"University degree",0.00241924397244279
1,"Extreme poverty",0.00228370634248236
1,"Population 65+",0.00206064879904405
1,"Poor housing conditions",0.00188874444682829
1,"Female",0.00186146316463743
1,"Electricity",0.00155773552876412
