"Fold_ID","Feature_Label","Impact_SHAP_Value"
4,"Spatial bias",0.0242317680355826
4,"Population 0-14",0.00715676975983923
4,"Population",0.00588392319977818
4,"Internet",0.00587983409251072
4,"Households",0.00527776972930831
4,"Population 15-39",0.00512751789233491
4,"Educational lag",0.0049053560540188
4,"Literacy",0.00383473291462942
4,"Indigenous language",0.0034828862980984
4,"Mean occupants",0.00305458438356025
4,"Income",0.00293806468946749
4,"Electricity",0.00277500304089202
4,"Poor housing conditions",0.00237416173171735
4,"Afrodescendants",0.00228385624139201
4,"Car",0.00204279758933473
4,"Extreme poverty",0.00202494846408754
4,"University degree",0.00195464028644267
4,"Female",0.00189519261586722
4,"Poverty",0.00174905781318497
4,"Migrants",0.00140985327966941
