"Fold_ID","Feature_Label","Impact_SHAP_Value"
5,"Spatial bias",0.0229502739514733
5,"Population 15-39",0.00912715591267439
5,"Households",0.00825150480514009
5,"Internet",0.00497642568286034
5,"Population 0-14",0.00497056278888472
5,"Population",0.00480791640870757
5,"Literacy",0.00278460764369434
5,"Electricity",0.00264090863621189
5,"Poverty",0.00244785821225008
5,"Population 65+",0.00240284118894991
5,"Migrants",0.00187712815327474
5,"Mean age",0.00177036236200583
5,"Income",0.00157153711961081
5,"Indigenous language",0.00156928551243386
5,"University degree",0.00151711567055736
5,"Mean occupants",0.00141912410972002
5,"Afrodescendants",0.00122830269513218
5,"Cell phone",0.00112348612076672
5,"Car",0.000737094518493981
5,"Vulnerable income",0.000724610569744974
