"Fold_ID","Feature_Label","Impact_SHAP_Value"
2,"Internet",0.00104416482185952
2,"Income",0.000416652321665855
2,"Cell phone",0.000244991921269974
2,"University degree",0.000165799908725629
2,"Population 0-14",0.0001485877925026
2,"Literacy",0.000118793254045992
2,"Migrants",0.000115214765560741
2,"Disability",9.72161089895123e-05
2,"Afrodescendants",8.8125356595154e-05
2,"Electricity",8.77819056179812e-05
2,"Car",8.67818417705587e-05
2,"Population 15-39",7.46387953085771e-05
2,"Mean occupants",6.87199737069121e-05
2,"Population",6.83297620606337e-05
2,"Female",6.3411188913979e-05
2,"Households",5.65374595253005e-05
2,"Working",5.50715868697418e-05
2,"Poverty",4.86206047092695e-05
2,"Vulnerable income",4.83781356130101e-05
2,"Educational lag",4.73328472929823e-05
