"Fold_ID","Feature_Label","Impact_SHAP_Value"
4,"Literacy",0.0126326397160857
4,"Population 15-39",0.00888870247293751
4,"Internet",0.00887460429090347
4,"Population 0-14",0.00872800317995702
4,"Educational lag",0.00758867021503399
4,"Population",0.00672320976095436
4,"Households",0.00652988353527009
4,"Electricity",0.00404276452420105
4,"University degree",0.00368814930444828
4,"Indigenous language",0.00359171679642056
4,"Mean occupants",0.00354916053568261
4,"Extreme poverty",0.0029045425631255
4,"Female",0.00288665941699165
4,"Poor housing conditions",0.00283180448840967
4,"Afrodescendants",0.00265770924576492
4,"Income",0.00217785225515245
4,"Car",0.00182138377359197
4,"Migrants",0.00177583564500527
4,"Working",0.00154412466467332
4,"Poverty",0.00148269119296086
