"Fold_ID","Feature_Label","Impact_SHAP_Value"
1,"Literacy",0.0112454196490762
1,"Households",0.0102617681438109
1,"Internet",0.00961063133402105
1,"Population 0-14",0.0095972475253832
1,"Population 15-39",0.00744465607822221
1,"Educational lag",0.00718007251268498
1,"Income",0.00463407415511944
1,"Population",0.00372457886406774
1,"Electricity",0.00347502991114558
1,"Mean occupants",0.00300555219026785
1,"University degree",0.00276890943060038
1,"Poverty",0.00266571807880489
1,"Migrants",0.00254336197493672
1,"Car",0.00223622510827768
1,"Cell phone",0.00217235912923363
1,"Indigenous language",0.00199161546415902
1,"Poor housing conditions",0.00172292528138967
1,"Female",0.00167976269032118
1,"Population 65+",0.00159235375921405
1,"Extreme poverty",0.00126120846658269
