"Fold_ID","Feature_Label","Impact_SHAP_Value"
2,"Literacy",0.0124252212492683
2,"Population 15-39",0.0107702632498245
2,"Educational lag",0.0100935526842256
2,"Population",0.00955473532197735
2,"Population 0-14",0.00811134023680267
2,"Households",0.00712818025966938
2,"Internet",0.00561616858620686
2,"Indigenous language",0.00499614264219808
2,"University degree",0.00381099144280885
2,"Female",0.00362064135930206
2,"Population 65+",0.00307278636158779
2,"Poverty",0.00285357967285792
2,"Extreme poverty",0.00284805131509195
2,"Working",0.00211734376180586
2,"Poor housing conditions",0.00211211236667926
2,"Car",0.00178077692139673
2,"Vulnerable income",0.00176279861081361
2,"Mean occupants",0.00169934464199446
2,"Migrants",0.00166524930506501
2,"Disability",0.00148065200739623
