"Fold_ID","Feature_Label","Impact_SHAP_Value"
3,"Literacy",0.0118093028067431
3,"Internet",0.0105222773731564
3,"Population 15-39",0.00927481120861766
3,"Population 0-14",0.00871112855014695
3,"Population",0.00772059900048241
3,"Households",0.00699869112628461
3,"Educational lag",0.00665939269719268
3,"Electricity",0.00519820415972799
3,"Indigenous language",0.00444983082902571
3,"Mean occupants",0.00424403299500318
3,"Female",0.00307749589165684
3,"University degree",0.00300386738622029
3,"Poor housing conditions",0.0028045382732299
3,"Income",0.00267917619307138
3,"Extreme poverty",0.00219566923626373
3,"Afrodescendants",0.00196594623055784
3,"Population 65+",0.00183316307056854
3,"Migrants",0.00177255337876923
3,"Working",0.0017623656076066
3,"Cell phone",0.00163113585357519
